,Location,Longitude,Latitude,Borough,FIPS
1706,MADISON AV,-73.98456999999999,40.7454,Manhattan,360610074003000
1707,MADISON AV,-73.983661,40.746649,Manhattan,360610074002001
1708,RIVERSIDE DR WEST,-73.948494,40.835995000000004,Manhattan,360610241001002
1709,8 AV,-73.98249399999999,40.767031,Manhattan,360610137004002
1710,MADISON AV,-73.942238,40.803446,Manhattan,360610198001006
1711,W 57 ST,-73.981472,40.766022,Manhattan,360610137005001
1712,BROADWAY,-73.943611,40.835476,Manhattan,360610245006001
1713,AMSTERDAM AV,-73.941866,40.833301,Manhattan,360610241005000
1714,W 57 ST,-73.976838,40.764058,Manhattan,360610112011003
1715,W 57 ST,-73.982276,40.766575,Manhattan,360610137004002
1716,EDGECOMBE AV,-73.937214,40.836276,Manhattan,360610243011001
1717,W 106 ST,-73.962648,40.799034000000006,Manhattan,360610189004000
1718,E 23 ST,-73.98055,40.737619,Manhattan,360610064005000
1719,AMSTERDAM AV,-73.96813,40.796912,Manhattan,360610189006002
1720,W 14 ST,-73.999353,40.738307,Manhattan,360610071001000
1721,BROADWAY,-73.978888,40.785641999999996,Manhattan,360610167003000
1722,E 106 ST,-73.94272099999999,40.790852,Manhattan,360610170001002
1723,W 110 ST,-73.9594,40.8009,Manhattan,360610193001001
1724,FREDERICK DOUGLASS BLVD,-73.942595,40.82172,Manhattan,360610232003000
1725,FREDERICK DOUGLASS BLVD,-73.949873,40.811747,Manhattan,360610224004001
1726,FREDERICK DOUGLASS BLVD,-73.943463,40.820522,Manhattan,360610230004000
1727,2 AV,-73.972567,40.749556,Manhattan,360610088001002
1728,ADAM CLAYTON POWELL BLVD,-73.93799399999999,40.823443,Manhattan,360610234002000
1729,ADAM CLAYTON POWELL BLVD,-73.937803,40.823067,Manhattan,360610236004001
1730,ADAM CLAYTON POWELL BLVD,-73.947291,40.810744,Manhattan,360610224004000
1731,AMSTERDAM AV,-73.983692,40.775589000000004,Manhattan,360610153003001
1732,WORTH ST,-74.00567099999999,40.71673,Manhattan,360610033001007
1733,5 AV,-73.94580699999999,40.801787,Manhattan,360610190001001
1734,FREDERICK DOUGLASS BLVD,-73.949044,40.812874,Manhattan,360610224003002
1735,ADAM CLAYTON POWELL BLVD,-73.93695100000001,40.824246,Manhattan,360610236003001
1736,E 42 ST,-73.97249599999999,40.750054,Manhattan,360610088001001
1737,BROADWAY,-73.98201800000001,40.77415,Manhattan,360610153004000
1738,3 AV,-73.953468,40.779303999999996,Manhattan,360610146022000
1739,AMSTERDAM AV,-73.944407,40.829829,Manhattan,360610237003007
1740,ST NICHOLAS AV,-73.946314,40.821075,Manhattan,360610217031000
1741,9 AV,-73.985047,40.769046,Manhattan,360610145002000
1742,TRINITY PL,-74.01258,40.708184,Manhattan,360610013002000
1743,E 23 ST,-73.98121400000001,40.737902000000005,Manhattan,360610064001001
1744,MADISON ST,-73.99197099999999,40.712399,Manhattan,360610006002001
1745,MADISON ST,-73.992098,40.712556,Manhattan,360610006001002
1746,E 86 ST,-73.949086,40.776869,Manhattan,360610144021000
1747,7 AV,-73.99725600000001,40.742094,Manhattan,360610087002000
1748,2 AV,-73.98889799999999,40.727113,Manhattan,360610038002000
1749,E 106 ST,-73.946017,40.792029,Manhattan,360610172004002
1750,PEARL ST,-74.003488,40.707852,Manhattan,360610015013010
1751,MALCOLM X BLVD,-73.9366,40.820198,Manhattan,360610232001001
1752,MANHATTAN AV,-73.956873,40.804821000000004,Manhattan,360610201022000
1753,AV C,-73.978674,40.724488,Manhattan,360610026022001
1754,GRAND ST,-73.98871700000001,40.716453,Manhattan,360610014011000
1755,MADISON ST,-73.984248,40.713246999999996,Manhattan,360610002021004
1756,AMSTERDAM AV,-73.940188,40.835169,Manhattan,360610245005000
1757,FT WASHINGTON AV,-73.935338,40.85732,Manhattan,360610281002001
1758,ADAM CLAYTON POWELL BLVD,-73.941502,40.817997999999996,Manhattan,360610230002000
1759,ADAM CLAYTON POWELL BLVD,-73.94081,40.819589,Manhattan,360610230004000
1760,E 42 ST,-73.97200600000001,40.749604,Manhattan,360610088006001
1761,LEXINGTON AV,-73.949055,40.788605,Manhattan,360610166006000
1762,MALCOLM X BLVD,-73.94516800000001,40.807956,Manhattan,360610200002000
1763,BROADWAY,-73.948246,40.829122999999996,Manhattan,360610233002000
1764,10 AV,-73.997451,40.756691,Manhattan,360610111003002
1765,BROADWAY,-73.917626,40.868990999999994,Manhattan,360610303002001
1766,E 105 ST,-73.938613,40.788199,Manhattan,360610162003001
1767,W 155 ST,-73.945487,40.832514,Manhattan,360610237003000
1768,E 125 ST,-73.935507,40.803457,Manhattan,360610242003009
1769,E 135 ST,-73.936374,40.812090000000005,Manhattan,360610210003000
1770,E 34 ST,-73.976174,40.745011,Manhattan,360610078004002
1771,BROADWAY,-73.913022,40.8722,Manhattan,360610297001000
1772,E 135 ST,-73.93668100000001,40.812470000000005,Manhattan,360610210002006
1773,E 96 ST,-73.949067,40.784964,Manhattan,360610156013000
1774,BROADWAY,-73.967087,40.803979999999996,Manhattan,360610195001000
1775,MALCOLM X BLVD,-73.939329,40.816469,Manhattan,360610230002001
1776,MANHATTAN AV,-73.957774,40.80388,Manhattan,360610201023001
1777,MADISON AV,-73.954289,40.786893,Manhattan,360610160011000
1778,MALCOLM X BLVD,-73.94419,40.809293,Manhattan,360610208003000
1779,MALCOLM X BLVD,-73.940226,40.815233,Manhattan,360610228001001
1780,MALCOLM X BLVD,-73.941328,40.813724,Manhattan,360610228002002
1781,MANHATTAN AV,-73.956524,40.805295,Manhattan,360610201021001
1782,MADISON AV,-73.94691999999999,40.79697,Manhattan,360610174021000
1783,6 AV,-73.977812,40.763251000000004,Manhattan,360610104001000
1784,E 79 ST,-73.950711,40.771608,Manhattan,360610136004001
1785,WEST END AV,-73.988499,40.774559,Manhattan,360610151004004
1786,E 105 ST,-73.9403,40.788918,Manhattan,360610162003001
1787,2 AV,-73.980313,40.738929999999996,Manhattan,360610066005000
1788,W HOUSTON ST,-74.002453,40.728033,Manhattan,360610037002000
1789,ALLEN ST,-73.988837,40.721817,Manhattan,360610030011002
1790,AMSTERDAM AV,-73.961733,40.805688,Manhattan,360610201011002
1791,HARRISON ST,-74.011422,40.718835,Manhattan,360610039003000
1792,ADAM CLAYTON POWELL BLVD,-73.945447,40.813249,Manhattan,360610226003003
1793,E 106 ST,-73.94041999999999,40.78989,Manhattan,360610170004004
1794,W 57 ST,-73.988228,40.76886,Manhattan,360610139002000
1795,FREDERICK DOUGLASS BLVD,-73.941565,40.823113,Manhattan,360610232004000
1796,2 AV,-73.98123100000001,40.737645,Manhattan,360610064001001
1797,FREDERICK DOUGLASS BLVD,-73.946251,40.81671,Manhattan,360610228003000
1798,FDR DR SRV RD,-73.971497,40.743611,Manhattan,360610086012000
1799,BROADWAY,-73.955505,40.81985,Manhattan,360610223021000
1800,BROADWAY,-73.95396600000001,40.821954999999996,Manhattan,360610223013000
1801,ADAM CLAYTON POWELL BLVD,-73.942649,40.817077000000005,Manhattan,360610228004000
1802,AV C,-73.979549,40.723293,Manhattan,360610026012000
1803,W 70 ST,-73.986856,40.778951,Manhattan,360610155003000
1804,BROADWAY,-73.954633,40.820395,Manhattan,360610223012002
1805,2 AV,-73.982571,40.735803999999995,Manhattan,360610064003000
1806,W 135 ST,-73.9547,40.819824,Manhattan,360610223011000
1807,ALLEN ST,-73.98906,40.72248,Manhattan,360610036011000
1808,AV C,-73.973862,40.730786,Manhattan,360610044005004
1809,MADISON AV,-73.952378,40.789474,Manhattan,360610168002000
1810,EAST BROADWAY,-73.997449,40.713367,Manhattan,360610027001003
1811,E 79 ST,-73.95526,40.773528000000006,Manhattan,360610138009000
1812,AMSTERDAM AV,-73.93059000000001,40.848328,Manhattan,360610311001000
1813,2 AV,-73.985228,40.732147,Manhattan,360610040001000
1814,1 AV,-73.986708,40.725451,Manhattan,360610032003001
1815,AMSTERDAM AV,-73.956613,40.813137,Manhattan,360610211005001
1816,AMSTERDAM AV,-73.957502,40.811422,Manhattan,360610209012003
1817,1 AV,-73.956626,40.766726,Manhattan,360610124004000
1818,KING ST,-74.007452,40.728001,Manhattan,360610037001011
1819,LEXINGTON AV,-73.939162,40.802143,Manhattan,360610196001001
1820,E 72 ST,-73.960329,40.769524,Manhattan,360610126002000
1821,CHURCH ST,-74.006268,40.716854999999995,Manhattan,360610033001007
1822,MADISON ST,-73.987285,40.712958,Manhattan,360610006004000
1823,E 14 ST,-73.984605,40.732085,Manhattan,360610040006000
1824,2 AV,-73.987605,40.728881,Manhattan,360610038001000
1825,NORTH END AV,-74.01393399999999,40.717414,Manhattan,360610317032002
1826,3 AV,-73.987564,40.73301,Manhattan,360610042001000
1827,FT WASHINGTON AV,-73.94211,40.842338,Manhattan,360610251001001
1828,W 155 ST,-73.940768,40.830754999999996,Manhattan,360610239001002
1829,EDGECOMBE AV,-73.94047900000001,40.830838,Manhattan,360610239001002
1830,BROADWAY,-73.967919,40.802803999999995,Manhattan,360610195002001
1831,AMSTERDAM AV,-73.95590899999999,40.813655,Manhattan,360610209011000
1832,E 80 ST,-73.947816,40.771112,Manhattan,360610136004000
1833,YORK AV,-73.947816,40.77482,Manhattan,360610144013000
1834,PIKE ST,-73.992683,40.712727,Manhattan,360610008006010
1835,W 155 ST,-73.94266,40.83155,Manhattan,360610239002002
1836,PIKE ST,-73.992449,40.71425,Manhattan,360610006001000
1837,3 AV,-73.97858199999999,40.744875,Manhattan,360610070001001
1838,BROADWAY,-73.920057,40.867927,Manhattan,360610293004000
1839,6 AV,-73.980402,40.759722,Manhattan,360610104001006
1840,E 57 ST,-73.972016,40.762035,Manhattan,360610112021004
1841,E 23 ST,-73.982828,40.738584,Manhattan,360610064001001
1842,MADISON AV,-73.982047,40.748857,Manhattan,360610082003000
1843,MALCOLM X BLVD,-73.94929499999999,40.802294,Manhattan,360610190001002
1844,ADAM CLAYTON POWELL BLVD,-73.935974,40.825562,Manhattan,360610236003001
1845,6 AV,-73.980863,40.759091999999995,Manhattan,360610096001001
1846,BATTERY PL,-74.016103,40.704984,Manhattan,360610013002013
1847,E 41 ST,-73.96987800000001,40.748053999999996,Manhattan,360610086011001
1848,W 207 ST,-73.918118,40.864012,Manhattan,360610299002010
1849,W 207 ST,-73.918155,40.864032,Manhattan,360610299002010
1850,W 207 ST,-73.918599,40.86444,Manhattan,360610299002006
1851,W 207 ST,-73.91863599999999,40.864464,Manhattan,360610299002006
1852,5 AV,-73.939276,40.810666,Manhattan,360610208001000
1853,3 AV,-73.98669699999999,40.733681,Manhattan,360610048004000
1854,4 AV,-73.989734,40.733818,Manhattan,360610042001000
1855,FT WASHINGTON AV,-73.943718,40.838823,Manhattan,360610247005001
1856,5 Av,-73.984089,40.749297,Manhattan,360610084002005
1857,5 Av,-73.98268900000001,40.751218,Manhattan,360610084002001
1858,5 Av,-73.982477,40.751433,Manhattan,360610084002001
1859,3 AV,-73.980058,40.742831,Manhattan,360610070003001
1860,5 Av,-73.982321,40.751723,Manhattan,360610084002000
1861,5 Av,-73.980251,40.754563,Manhattan,360610096001006
1862,5 Av,-73.97811899999999,40.757474,Manhattan,360610096001000
1863,5 Av,-73.977636,40.758142,Manhattan,360610104001007
1864,5 Av,-73.976579,40.759586,Manhattan,360610104001004
1865,5 Av,-73.976147,40.760184,Manhattan,360610104001003
1866,5 Av,-73.975372,40.761263,Manhattan,360610104001001
1867,5 Av,-73.973849,40.763348,Manhattan,360610112011002
1868,E 34 ST,-73.97844,40.745956,Manhattan,360610072007000
1869,E 23 ST,-73.98870699999999,40.741062,Manhattan,360610056002001
1870,5 Av,-73.97952,40.75557,Manhattan,360610096001004
1871,5 Av,-73.979282,40.755899,Manhattan,360610096001004
1872,3 AV,-73.97636899999999,40.747903,Manhattan,360610078002002
1873,BROADWAY,-73.958634,40.814858,Manhattan,360610211004001
1874,MADISON ST,-73.99730500000001,40.712109000000005,Manhattan,360610027001007
1875,BROADWAY,-73.92855300000001,40.864723,Manhattan,360610287003001
1876,W 50 ST,-73.983598,40.761175,Manhattan,360610125001001
1877,3 AV,-73.968088,40.759231,Manhattan,360610108007001
1878,MADISON ST,-73.982304,40.713462,Manhattan,360610002021001
1879,5 AV,-73.93625899999999,40.814448,Manhattan,360610210002004
1880,FREDERICK DOUGLASS BLVD,-73.950838,40.810443,Manhattan,360610222001000
1881,E 34 ST,-73.973823,40.743803,Manhattan,360610070006000
1882,E 34 ST,-73.973885,40.744049,Manhattan,360610078005003
1883,MAIN ROADWAY,-73.923455,40.79251,Manhattan,360610240001003
1884,SPRING ST,-74.008864,40.725913,Manhattan,360610037001014
1885,W 110 ST,-73.961366,40.802019,Manhattan,360610197011002
1886,GRAND ST,-73.986389,40.715732,Manhattan,360610014012002
1887,2 AV,-73.945105,40.787228999999996,Manhattan,360610164003005
1888,1 AV,-73.982035,40.731866,Manhattan,360610044007001
1889,CENTRAL PARK WEST,-73.963183,40.793959,Manhattan,360610185001000
1890,AMSTERDAM AV,-73.951165,40.820559,Manhattan,360610223012000
1891,FT WASHINGTON AV,-73.942848,40.840486,Manhattan,360610251001002
1892,3 AV,-73.973151,40.75233,Manhattan,360610090001001
1893,3 AV,-73.983136,40.73908,Manhattan,360610068004000
1894,GRAND ST,-73.9846,40.7152,Manhattan,360610014012002
1895,E HOUSTON ST,-73.98911700000001,40.723228999999996,Manhattan,360610036022003
1896,ALLEN ST,-73.99205,40.716414,Manhattan,360610016002000
1897,ST CLAIR PL,-73.959839,40.81709,Manhattan,360610211002000
1898,2 AV,-73.942429,40.790869,Manhattan,360610170001002
1899,2 AV,-73.93881800000001,40.795858,Manhattan,360610180001001
1900,1 AV,-73.939599,40.790019,Manhattan,360610162003000
1901,1 AV,-73.977602,40.737958,Manhattan,360610062001005
1902,2 AV,-73.98543199999999,40.731864,Manhattan,360610040001000
1903,3 AV,-73.97176999999999,40.754213,Manhattan,360610090005001
1904,1 AV,-73.96900699999999,40.749738,Manhattan,360610086021002
1905,1 AV,-73.987655,40.724145,Manhattan,360610030022000
1906,ALLEN ST,-73.99119300000001,40.717164000000004,Manhattan,360610016004002
1907,1 AV,-73.982058,40.731836,Manhattan,360610044007001
1908,W 145 ST,-73.95173,40.826846,Manhattan,360610229001001
1909,2 AV,-73.968959,40.754511,Manhattan,360610098003001
1910,2 AV,-73.960592,40.765961,Manhattan,360610118003000
1911,1 AV,-73.9624,40.7588,Manhattan,360610106012000
1912,E 79 ST,-73.96173,40.776047999999996,Manhattan,360610142003000
1913,E 49 ST,-73.971525,40.755388,Manhattan,360610100002006
1914,FREDERICK DOUGLASS BLVD,-73.942268,40.822578,Manhattan,360610259002000
1915,FREDERICK DOUGLASS BLVD,-73.93804,40.828359999999996,Manhattan,360610235021001
1916,FREDERICK DOUGLASS BLVD,-73.939864,40.825865,Manhattan,360610259001000
1917,FREDERICK DOUGLASS BLVD,-73.937969,40.828056,Manhattan,360610236001001
1918,ADAM CLAYTON POWELL BLVD,-73.95363,40.801390000000005,Manhattan,360610216003000
1919,MALCOLM X BLVD,-73.94861800000001,40.803753,Manhattan,360610220002001
1920,ADAM CLAYTON POWELL BLVD,-73.950967,40.805679,Manhattan,360610220003000
1921,BROADWAY,-73.971211,40.795133,Manhattan,360610183006001
1922,ADAM CLAYTON POWELL BLVD,-73.954736,40.800531,Manhattan,360610216005000
1923,W 135 ST,-73.957165,40.821104,Manhattan,360610223014000
1924,MADISON ST,-73.99793100000001,40.711878000000006,Manhattan,360610025001001
1925,PEARL ST,-74.003737,40.707938,Manhattan,360610015013016
1926,BROADWAY,-73.915918,40.869681,Manhattan,360610303001000
1927,MANHATTAN AV,-73.961184,40.798899,Manhattan,360610193002001
1928,LEWIS ST,-73.979653,40.71434,Manhattan,360610010011007
1929,3 AV,-73.985439,40.735431,Manhattan,360610048002000
1930,WEST END AV,-73.985113,40.778734,Manhattan,360610159007000
1931,MALCOLM X BLVD,-73.936064,40.820961,Manhattan,360610232001000
1932,1 AV,-73.988233,40.723461,Manhattan,360610030022001
1933,5 AV,-73.944898,40.803031,Manhattan,360610200001002
1934,BROADWAY,-73.97169699999999,40.795127,Manhattan,360610183004001
1935,BROADWAY,-73.96248,40.81025,Manhattan,360610205001007
1936,1 AV,-73.93487900000001,40.796513,Manhattan,360610178002000
1937,9 AV,-74.003858,40.743234,Manhattan,360610083003000
1938,E 34 St,-73.981854,40.747372999999996,Manhattan,360610074001000
1939,W 34 St,-73.993078,40.751924,Manhattan,360610101001002
1940,W 34 St,-73.987464,40.749579,Manhattan,360610076001001
1941,W 86 ST,-73.97694200000001,40.788385999999996,Manhattan,360610171003000
1942,1 AV,-73.977579,40.737984999999995,Manhattan,360610062001005
1943,E 125 ST,-73.93438,40.80322,Manhattan,360610242003006
1944,E 125 ST,-73.93691,40.80405,Manhattan,360610196003005
1945,1 Av,-73.943859,40.784218,Manhattan,360610162005011
1946,1 AV,-73.97299,40.744264,Manhattan,360610086012003
1947,1 Av,-73.982126,40.731736,Manhattan,360610044007001
1948,E 57 ST,-73.96717,40.759972,Manhattan,360610108007000
1949,1 Av,-73.98214399999999,40.731709,Manhattan,360610044007001
1950,1 Av,-73.97580699999999,40.740482,Manhattan,360610062001002
1951,1 Av,-73.952164,40.772833,Manhattan,360610136004001
1952,1 Av,-73.94887299999999,40.777412,Manhattan,360610144021000
1953,2 Av,-73.938583,40.796107,Manhattan,360610180001001
1954,E 57 ST,-73.96783,40.760490999999995,Manhattan,360610112031001
1955,E 125 St,-73.93696,40.80408,Manhattan,360610196003005
1956,E 125 St,-73.94027700000001,40.805469,Manhattan,360610198001003
1957,W 125 St,-73.945134,40.807516,Manhattan,360610200002001
1958,ADAM CLAYTON POWELL BLVD,-73.9501,40.80688,Manhattan,360610220005000
1959,2 Av,-73.94757299999999,40.783815000000004,Manhattan,360610156014000
1960,W 125 St,-73.95231700000001,40.810537,Manhattan,360610257001001
1961,3 Av,-73.96763,40.760088,Manhattan,360610108007000
1962,West End Av,-73.987926,40.774857,Manhattan,360610151003001
1963,3 AV,-73.96351,40.76553,Manhattan,360610118007000
1964,1 Av,-73.948888,40.777381,Manhattan,360610144021000
1965,5 Av,-73.981814,40.752415,Manhattan,360610084001000
1966,5 Av,-73.98125300000001,40.753184999999995,Manhattan,360610084001000
1967,3 AV,-73.961721,40.768038,Manhattan,360610126004000
1968,1 Av,-73.975826,40.740453,Manhattan,360610062001002
1969,Hell Gate Circle,-73.929232,40.785445,Manhattan,360610240001002
1970,Hell Gate Circle,-73.925567,40.789941,Manhattan,360610240001004
1971,Grand St,-73.987786,40.716392,Manhattan,360610014021005
1972,2 Av,-73.95178,40.778101,Manhattan,360610146022000
1973,W 116 St,-73.946793,40.80069,Manhattan,360610190001003
1974,E 125 St,-73.94192,40.806162,Manhattan,360610198001002
1975,E 116 St,-73.944579,40.79976,Manhattan,360610184001005
1976,E 116 St,-73.940402,40.798226,Manhattan,360610182003002
1977,Broadway,-73.947585,40.830693,Manhattan,360610237002000
1978,3 AV,-73.957975,40.773121,Manhattan,360610134001000
1979,Broadway,-73.93302800000001,40.856262,Manhattan,360610279001000
1980,W 145 St,-73.947343,40.825223,Manhattan,360610231002004
1981,W 145 St,-73.949862,40.826054,Manhattan,360610229003001
1982,Frederick Douglass Blvd,-73.940344,40.824797,Manhattan,360610234001002
1983,Frederick Douglass Blvd,-73.939364,40.826152,Manhattan,360610236001004
1984,Amsterdam av,-73.934292,40.843266,Manhattan,360610311001009
1985,Amsterdam Av,-73.932826,40.845269,Manhattan,360610311001008
1986,E 79 ST,-73.95676999999999,40.773964,Manhattan,360610134004000
1987,E 14TH ST,-73.98007,40.730391999999995,Manhattan,360610044006002
1988,E 79 ST,-73.957617,40.774531,Manhattan,360610140002002
1989,3 AV,-73.955568,40.776423,Manhattan,360610138004001
1990,3 AV,-73.951349,40.782203,Manhattan,360610154001001
1991,E 72 ST,-73.962452,40.770635,Manhattan,360610128003000
1992,E 72 ST,-73.962439,40.770413,Manhattan,360610128003001
1993,E 57 ST,-73.968848,40.760696,Manhattan,360610112031002
1994,E 42 ST,-73.975651,40.751162,Manhattan,360610080001000
1995,E 42 ST,-73.97580699999999,40.751449,Manhattan,360610092001016
1996,E 23 ST,-73.984959,40.739708,Manhattan,360610068002000
1997,23 ST BETWEEN LEXINGTON AV & 3RD AV,-73.98433,40.73922,Manhattan,360610068004001
1998,E 23 ST,-73.987655,40.740843,Manhattan,360610056001006
1999,2 AV,-73.973989,40.747613,Manhattan,360610078001000
2000,MADISON AV,-73.98040300000001,40.751106,Manhattan,360610082001004
2001,E 72 ST,-73.965225,40.771796,Manhattan,360610130002001
2002,E 14 ST,-73.976031,40.728691999999995,Manhattan,360610044005005
2003,E 34 ST,-73.98181600000001,40.747359,Manhattan,360610074001000
2004,E 23 ST,-73.986767,40.740463,Manhattan,360610056001006
2005,E 23 ST,-73.98599300000001,40.739915,Manhattan,360610068002001
2006,6 AV,-73.990025,40.746493,Manhattan,360610076002003
2007,6 AV,-73.98736600000001,40.750147,Manhattan,360610076001000
2008,6 AV,-73.983142,40.755953999999996,Manhattan,360610096001006
2009,6 AV,-73.98241,40.756937,Manhattan,360610096001004
2010,6 AV,-73.978762,40.761965999999994,Manhattan,360610104001002
2011,6 AV,-73.977426,40.763799,Manhattan,360610112011003
2012,7TH AV BETWEEN W 58 ST & W 57 ST,-73.97981,40.76603,Manhattan,360610137004003
2013,7 AV,-73.98146,40.763779,Manhattan,360610137003003
2014,7 AV,-73.98863,40.753971,Manhattan,360610113001005
2015,7 AV,-73.992286,40.748914,Manhattan,360610101001005
2016,W 34 ST,-73.99311800000001,40.751943,Manhattan,360610101001002
2017,W 42 ST,-73.990146,40.757497,Manhattan,360610121001001
2018,AMSTERDAM AV,-73.978952,40.782069,Manhattan,360610161001000
2019,W 81 ST,-73.97201899999999,40.782052,Manhattan,360610165001001
2020,W 86 ST,-73.96963199999999,40.785304,Manhattan,360610169001000
2021,W 86 ST,-73.96977700000001,40.785605,Manhattan,360610173007000
2022,W 96 ST,-73.965001,40.791663,Manhattan,360610181005000
2023,COLUMBUS AV,-73.964828,40.79676,Manhattan,360610189006002
2024,W 86 ST,-73.972444,40.786488,Manhattan,360610169003000
2025,COLUMBUS AV,-73.97627,40.781084,Manhattan,360610161001000
2026,COLUMBUS AV,-73.98043299999999,40.775364,Manhattan,360610153002000
2027,COLUMBUS AV,-73.984312,40.770078000000005,Manhattan,360610145001000
2028,9TH AV BETWEEN W 57 ST & W 56 ST,-73.98599,40.76773,Manhattan,360610139002000
2029,9 AV,-73.98694300000001,40.766474,Manhattan,360610139003001
2030,9 AV,-73.989231,40.763333,Manhattan,360610127004000
2031,W 34 ST,-73.995951,40.753138,Manhattan,360610103001000
2032,W 23 ST,-74.000761,40.746156,Manhattan,360610093002001
2033,10 AV,-74.002928,40.749159000000006,Manhattan,360610093006002
2034,W 34 ST,-73.998876,40.754360999999996,Manhattan,360610103001002
2035,W 42 ST,-74.00046,40.761601,Manhattan,360610117001002
2036,10 AV,-73.99288299999999,40.762987,Manhattan,360610127003000
2037,10 AV,-73.99197,40.764239,Manhattan,360610127004000
2038,W 57 ST,-73.991062,40.770053000000004,Manhattan,360610135001005
2039,AMSTERDAM AV,-73.981305,40.778863,Manhattan,360610157006000
2040,W 79 ST,-73.978033,40.783141,Manhattan,360610165002000
2041,AMSTERDAM AV,-73.978013,40.783386,Manhattan,360610165002000
2042,W 86 ST,-73.9753,40.7877,Manhattan,360610171001000
2043,AMSTERDAM AV,-73.970069,40.794256,Manhattan,360610181003000
2044,W 110 ST,-73.96356,40.802743,Manhattan,360610193005000
2045,AMSTERDAM AV,-73.96079499999999,40.806976,Manhattan,360610201011000
2046,AMSTERDAM AV,-73.961378,40.80659,Manhattan,360610203002001
2047,AMSTERDAM AV,-73.960431,40.807879,Manhattan,360610203002000
2048,AMSTERDAM AV,-73.959788,40.808357,Manhattan,360610207011001
2049,AMSTERDAM AV,-73.959528,40.809117,Manhattan,360610203002000
2050,AMSTERDAM AV,-73.95892099999999,40.809548,Manhattan,360610207012001
2051,W 125 ST,-73.95649399999999,40.81384,Manhattan,360610219001015
2052,W 125 ST,-73.956,40.81284,Manhattan,360610209012000
2053,AMSTERDAM AV,-73.95055,40.821005,Manhattan,360610217031004
2054,AMSTERDAM AV,-73.94884300000001,40.82375,Manhattan,360610229002000
2055,AMSTERDAM AV,-73.947912,40.825021,Manhattan,360610229003001
2056,AMSTERDAM AV,-73.947262,40.825502,Manhattan,360610231002004
2057,W 145 ST,-73.94788100000001,40.825245,Manhattan,360610229003001
2058,AMSTERDAM AV,-73.942836,40.832005,Manhattan,360610241003000
2059,AMSTERDAM AV,-73.94024,40.835522,Manhattan,360610245004001
2060,AMSTERDAM AV,-73.930898,40.848314,Manhattan,360610269003001
2061,FT WASHINGTON AV,-73.935884,40.856903,Manhattan,360610273001001
2062,FT WASHINGTON AV,-73.93808299999999,40.851155,Manhattan,360610273004001
2063,FT WASHINGTON AV,-73.9385,40.850636,Manhattan,360610265005000
2064,FT WASHINGTON AV,-73.94043,40.845883,Manhattan,360610255002002
2065,FT WASHINGTON AV,-73.943251,40.83995,Manhattan,360610247005001
2066,ST NICHOLAS AV,-73.934014,40.849148,Manhattan,360610271002003
2067,ST NICHOLAS AV,-73.942849,40.827504,Manhattan,360610235011005
2068,ST NICHOLAS AV,-73.948044,40.817334,Manhattan,360610217031000
2069,W 125 ST,-73.952067,40.81044,Manhattan,360610257001001
2070,W 125 ST,-73.954278,40.811363,Manhattan,360610209012002
2071,5 AV,-73.938036,40.812432,Manhattan,360610212004000
2072,W 125 ST,-73.942477,40.806618,Manhattan,360610200002000
2073,W 125 ST,-73.94581600000001,40.808032,Manhattan,360610222002000
2074,W 145 ST,-73.93665,40.820726,Manhattan,360610232001000
2075,W 145 ST,-73.939451,40.821686,Manhattan,360610232004001
2076,ADAM CLAYTON POWELL BLVD,-73.939486,40.821419,Manhattan,360610232004001
2077,ADAM CLAYTON POWELL BLVD,-73.944064,40.815121000000005,Manhattan,360610228003001
2078,ADAM CLAYTON POWELL BLVD,-73.943314,40.815526,Manhattan,360610228002000
2079,ADAM CLAYTON POWELL BLVD,-73.94837700000001,40.809246,Manhattan,360610222001000
2080,W 125 ST,-73.947969,40.808713,Manhattan,360610222002001
2081,W 125 ST,-73.94878,40.809281,Manhattan,360610222001000
2082,W 125 ST,-73.950851,40.80992,Manhattan,360610222001001
2083,W 125 ST,-73.95157900000001,40.810455,Manhattan,360610257001000
2084,W 145 ST,-73.94161899999999,40.822598,Manhattan,360610232004001
2085,BROADWAY,-73.914653,40.870953,Manhattan,360610307001001
2086,BROADWAY,-73.916251,40.86973,Manhattan,360610307001001
2087,BROADWAY,-73.920105,40.867912,Manhattan,360610293004000
2088,BROADWAY,-73.92185699999999,40.867579,Manhattan,360610295004002
2089,BROADWAY,-73.92353,40.866982,Manhattan,360610295003001
2090,BROADWAY,-73.93575,40.84995,Manhattan,360610271003005
2091,BROADWAY,-73.936045,40.849990000000005,Manhattan,360610265004000
2092,BROADWAY,-73.940096,40.840289,Manhattan,360610251001003
2093,BROADWAY,-73.946203,40.832589,Manhattan,360610237003001
2094,BROADWAY,-73.950029,40.826704,Manhattan,360610229003000
2095,BROADWAY,-73.951962,40.824040999999994,Manhattan,360610225003000
2096,BROADWAY,-73.953102,40.823131,Manhattan,360610225002000
2097,BROADWAY BETWEEN HAMILTON & W 137 ST,-73.95394,40.82132,Manhattan,360610223012001
2098,BROADWAY,-73.956399,40.818622999999995,Manhattan,360610219001000
2099,BROADWAY,-73.955935,40.818616999999996,Manhattan,360610219002002
2100,RIVERSIDE DR,-73.96427800000001,40.811186,Manhattan,360610205001002
2101,BROADWAY,-73.96384300000001,40.807774,Manhattan,360610203002001
