,Location,Longitude,Latitude,Borough,FIPS
0,MONTROSE AV,-73.94783100000001,40.706812,Brooklyn,360470511001000
1,GRAHAM AV,-73.945162,40.719097,Brooklyn,360470477001013
2,BROADWAY,-73.94578299999999,40.702976,Brooklyn,360470491004002
3,KINGSLAND AV,-73.940836,40.720195000000004,Brooklyn,360470477001009
4,VANDERBILT AV,-73.96979499999999,40.69344,Brooklyn,360470187001006
5,Atlantic Av,-73.992056,40.689488,Brooklyn,360470043004001
6,Atlantic Av,-73.992675,40.689883,Brooklyn,360470009002002
7,Cadman Plz West,-73.991491,40.696791,Brooklyn,360470005021000
8,LIVINGSTON ST,-73.987569,40.690251,Brooklyn,360470037001012
9,VANDERBILT AV,-73.969239,40.68965,Brooklyn,360470183001003
10,TOMPKINS AV,-73.94537700000001,40.69027,Brooklyn,360470263001001
11,TROY AV,-73.934949,40.6794,Brooklyn,360470271002001
12,FULTON ST BETWEEN FRANKLIN AV & SPENSER,-73.9554,40.6811,Brooklyn,360470227001003
13,MYRTLE AV,-73.94329499999999,40.696135,Brooklyn,360470285021001
14,MYRTLE AV,-73.95231899999999,40.695091999999995,Brooklyn,360470255002000
15,WILSON AV,-73.923621,40.699428999999995,Brooklyn,360470421003000
16,WILSON AV,-73.909371,40.691476,Brooklyn,360470437002002
17,KOSSUTH PL,-73.927549,40.692969,Brooklyn,360470395003003
18,PALMETTO ST,-73.911115,40.699353,Brooklyn,360470439003005
19,BROADWAY,-73.942323,40.700866999999995,Brooklyn,360470507001012
20,Atlantic Av,-73.87189000000001,40.681740000000005,Brooklyn,360471178001000
21,GATES AV,-73.94498,40.686923,Brooklyn,360470265002001
22,60 ST,-74.018179,40.640598,Brooklyn,360470122001000
23,60 ST,-74.009731,40.635695,Brooklyn,360470104002000
24,BAY PKWY,-73.99338900000001,40.602183000000004,Brooklyn,360470296002001
25,BAY RIDGE PKWY,-73.99574399999999,40.613347,Brooklyn,360470274002000
26,BAY RIDGE PKWY,-73.999659,40.615497999999995,Brooklyn,360470264004002
27,14 AV,-74.013562,40.610846,Brooklyn,360470170002003
28,BAY PKWY,-73.993747,40.602168,Brooklyn,360470290003000
29,NEPTUNE AV,-73.968762,40.580003999999995,Brooklyn,360470356023000
30,Coney Island Av,-73.959784,40.581814,Brooklyn,360470610032004
31,Coney Island Av,-73.9608,40.591306,Brooklyn,360470370001000
32,NOSTRAND AV,-73.94078,40.593947,Brooklyn,360470594021001
33,KINGS HWY,-73.967383,40.605416999999996,Brooklyn,360470414021000
34,AV U,-73.93753199999999,40.600981,Brooklyn,360470568001001
35,GERRITSEN AV,-73.933006,40.600058000000004,Brooklyn,360470632001002
36,ST JOHNS PL,-73.930756,40.670654,Brooklyn,360470349001000
37,ST JOHNS PL,-73.923162,40.670237,Brooklyn,360470359002001
38,Sutter Av,-73.89484200000001,40.669359,Brooklyn,360471156001001
39,Pennsylvania Av,-73.895303,40.669142,Brooklyn,360471156004003
40,Pennsylvania Av,-73.894063,40.664333,Brooklyn,360471126003003
41,AV U,-73.941684,40.600522,Brooklyn,360470566002002
42,AV Z,-73.955863,40.587719,Brooklyn,360470606001006
43,AV U,-73.907818,40.619706,Brooklyn,360470700002004
44,EMPIRE BLVD,-73.932018,40.663624,Brooklyn,360470355002001
45,SUTTER AV,-73.86981800000001,40.673154,Brooklyn,360471196004000
46,SUTTER AV,-73.888463,40.670312,Brooklyn,360471160002000
47,NEW LOTS AV,-73.891114,40.662639,Brooklyn,360471128001002
48,DUMONT AV,-73.87425999999999,40.669340999999996,Brooklyn,360471118001000
49,JAMAICA AV,-73.89703399999999,40.678278999999996,Brooklyn,360471198001000
50,Pennsylvania Av,-73.893066,40.661594,Brooklyn,360471128003003
51,NEW LOTS AV,-73.881396,40.666855,Brooklyn,360471120002003
52,NEW LOTS AV,-73.889459,40.663368,Brooklyn,360471122002003
53,GLENWOOD RD,-73.95257600000001,40.633393,Brooklyn,360470772002001
54,RALPH AV,-73.91765,40.624567,Brooklyn,360470696011001
55,FLATLANDS AV,-73.91369,40.635384,Brooklyn,360470950001000
56,EMMONS AV,-73.941036,40.58395,Brooklyn,360470608001026
57,DRIGGS AV,-73.960012,40.713715,Brooklyn,360470551002000
58,METROPOLITAN AV,-73.94923100000001,40.714141999999995,Brooklyn,360470501002001
59,DEKALB AV,-73.96066,40.690373,Brooklyn,360470193003000
60,MYRTLE AV BETWEEN EDWARDS ST & NAVY ST,-73.9781,40.69352,Brooklyn,360470029011009
61,BERGEN ST,-73.933086,40.675242,Brooklyn,360470309002000
62,ST JOHNS PL,-73.93114399999999,40.670511,Brooklyn,360470351001001
63,KINGSTON AV,-73.941361,40.677425,Brooklyn,360470311003000
64,FULTON ST,-73.97865999999999,40.687946999999994,Brooklyn,360470033002008
65,Atlantic Av,-73.866056,40.683101,Queens,360810034002005
66,GRANT AV,-73.866093,40.678598,Brooklyn,360471188002002
67,CRESCENT ST,-73.872171,40.683367,Brooklyn,360471178001000
68,GATES AV,-73.93585999999999,40.687985,Brooklyn,360470293001001
69,DEKALB AV,-73.937416,40.693049,Brooklyn,360470281001001
70,SANDS ST,-73.9834,40.699894,Brooklyn,360470023001000
71,DEKALB AV,-73.963652,40.690028000000005,Brooklyn,360470193003002
72,TOMPKINS AV,-73.946403,40.695417,Brooklyn,360470259011001
73,7 AV,-73.973259,40.677844,Brooklyn,360470161003002
74,AV M,-73.960355,40.618049,Brooklyn,360470768001009
75,MYRTLE AV,-73.97272,40.693311,Brooklyn,360470185011002
76,BERGEN ST,-73.935889,40.675394,Brooklyn,360470309002001
77,CHURCH AV,-73.914073,40.656689,Brooklyn,360470890003000
78,FOSTER AV,-73.950978,40.638519,Brooklyn,360470828002002
79,REMSEN AV,-73.92371999999999,40.65631,Brooklyn,360470882004002
80,ROCKAWAY AV,-73.908771,40.662315,Brooklyn,360470918001002
81,SARATOGA AV,-73.917328,40.668408,Brooklyn,360470900001001
82,FULTON ST,-73.90357900000001,40.677807,Brooklyn,360470367001002
83,SARATOGA AV @ PARK PLACE,-73.91705999999999,40.67134,Brooklyn,360470363002003
84,Thomas Boyland St,-73.913731,40.675194,Brooklyn,360470365011000
85,ROCKAWAY AV,-73.90718299999999,40.656156,Brooklyn,360470922001004
86,POWELL ST,-73.902754,40.665323,Brooklyn,360470910004002
87,SUTTER AV,-73.891841,40.669946,Brooklyn,360471158001001
88,SUTTER AV,-73.881381,40.671489,Brooklyn,360471164001002
89,SUTTER AV,-73.869618,40.673053,Brooklyn,360471208001003
90,AV J,-73.96486,40.624876,Brooklyn,360470530003004
91,13 AV,-73.99297,40.634325,Brooklyn,360470220002001
92,GREENPOINT AV,-73.94614200000001,40.731627,Brooklyn,360470579002011
93,MANHATTAN AV,-73.954194,40.730445,Brooklyn,360470575003002
94,KINGSLAND AV,-73.940148,40.715978,Brooklyn,360470477002007
95,NEW LOTS AV BETWEEN ASHFORD ST & WARWICK S,-73.88345,40.666109999999996,Brooklyn,360471124001005
96,FULTON ST,-73.935251,40.679686,Brooklyn,360470273003000
97,NASSAU ST,-73.982605,40.698276,Brooklyn,360470023003006
98,MYRTLE AV,-73.97940899999999,40.693422999999996,Brooklyn,360470031001001
99,Coney Island Av,-73.97199300000001,40.649777,Brooklyn,360470504002004
100,SANDS ST,-73.98321899999999,40.699683,Brooklyn,360470023003001
101,WYTHE AV,-73.964613,40.703429,Brooklyn,360470545006000
102,COLUMBIA ST,-74.002806,40.684601,Brooklyn,360470051001005
103,MALCOLM X BLVD,-73.930369,40.688998,Brooklyn,360470293001000
104,COURT ST,-73.990414,40.693351,Brooklyn,360470011001003
105,COURT ST,-73.99034,40.693501,Brooklyn,360470011001003
106,GRAHAM AV,-73.94409,40.713269,Brooklyn,360470495002000
107,GATES AV,-73.911676,40.700173,Brooklyn,360470439003000
108,CROPSEY AV,-73.990466,40.588817,Brooklyn,360470314003001
109,LORRAINE ST,-74.00790500000001,40.674756,Brooklyn,360470085001003
110,HALSEY ST,-73.93257,40.683856,Brooklyn,360470295003000
111,SEAVIEW AV,-73.878351,40.643037,Brooklyn,360471058044003
112,Pennsylvania Av,-73.89319,40.662154,Brooklyn,360471128002001
113,Pennsylvania Av,-73.895934,40.671623,Brooklyn,360471144004003
114,JAMAICA AV,-73.886896,40.683248,Brooklyn,360471180001001
115,37 ST,-74.00318299999999,40.577118,Brooklyn,360470330001000
116,FLATBUSH AV,-73.955667,40.640684,Brooklyn,360470790004002
117,FOSTER AV,-73.966441,40.632357,Brooklyn,360470460003006
118,ALBANY AV,-73.93947299999999,40.656372999999995,Brooklyn,360470808001000
119,ALBANY AV,-73.939755,40.657552,Brooklyn,360470808001001
120,VANDERBILT AV,-73.968818,40.687548,Brooklyn,360470197003003
121,VANDERBILT AV,-73.968627,40.686575,Brooklyn,360470197003003
122,JAMAICA AV,-73.900058,40.677152,Brooklyn,360471142012012
123,DEKALB AV,-73.923794,40.699773,Brooklyn,360470429003001
124,DEKALB AV,-73.91967700000001,40.703963,Brooklyn,360470445002002
125,AV U,-73.960923,40.598256,Brooklyn,360470582002001
126,Coney Island Av,-73.96055,40.591887,Brooklyn,360470584002008
127,NOSTRAND AV,-73.94314399999999,40.607636,Brooklyn,360470564003002
128,SUTTER AV,-73.89834499999999,40.668983000000004,Brooklyn,360471134001000
129,PITKIN AV,-73.911167,40.669696,Brooklyn,360470924001000
130,ROCKAWAY AV,-73.908938,40.662256,Brooklyn,360470916001000
131,DEKALB AV,-73.925789,40.697734000000004,Brooklyn,360470423001004
132,ROCKAWAY AV,-73.909341,40.663833000000004,Brooklyn,360470924002006
133,RALPH AV,-73.922789,40.666795,Brooklyn,360470900007000
134,East New York Av,-73.91628399999999,40.669843,Brooklyn,360470902001002
135,East New York Av,-73.922916,40.666923,Brooklyn,360470900007000
136,ROCKAWAY AV,-73.911084,40.676009,Brooklyn,360470365011000
137,SHELL RD,-73.97403299999999,40.590410999999996,Brooklyn,360470386001006
138,Atlantic Av,-73.978716,40.684438,Brooklyn,360470039003000
139,HALSEY ST,-73.935475,40.68352,Brooklyn,360470275003000
140,NEW LOTS AV,-73.89945,40.659093,Brooklyn,360470920003000
141,Atlantic Av,-73.89665500000001,40.675888,Brooklyn,360471198001007
142,NEW LOTS AV,-73.892958,40.661978000000005,Brooklyn,360471128002001
143,SUTTER AV,-73.874212,40.672343,Brooklyn,360471210001000
144,FULTON ST,-73.94145,40.679871999999996,Brooklyn,360470271001004
145,SUTTER AV,-73.898629,40.668794,Brooklyn,360471134001005
146,Pennsylvania Av,-73.88476899999999,40.650411,Brooklyn,360471058043000
147,W 5 ST,-73.971802,40.579549,Brooklyn,360470356022000
148,THROOP AV,-73.941464,40.686009000000006,Brooklyn,360470277003000
149,BAY RIDGE PKWY,-74.007649,40.620326,Brooklyn,360470200002000
150,8 AV,-74.00344,40.641257,Brooklyn,360470108002000
151,REMSEN AV,-73.916387,40.649712,Brooklyn,360470930001003
152,BEVERLY RD,-73.92240799999999,40.646854,Brooklyn,360470936002002
153,JAMAICA AV,-73.874208,40.689139000000004,Brooklyn,360471176021000
154,COLUMBIA ST,-74.003843,40.682848,Brooklyn,360470051003003
155,DEAN ST,-73.95303100000001,40.676995,Brooklyn,360470221001002
156,86 ST,-74.012033,40.612805,Brooklyn,360470154001000
157,NEW LOTS AV,-73.88869,40.663701,Brooklyn,360471122002000
158,ELDERT LANE,-73.862633,40.6691,Brooklyn,360471220001004
159,Coney Island Av,-73.971863,40.650433,Brooklyn,360470177001018
160,BAY PKWY,-73.978426,40.616883,Brooklyn,360470246001001
161,Coney Island Av,-73.966847,40.632014,Brooklyn,360470460002000
162,AV I,-73.975824,40.625952000000005,Brooklyn,360470462022001
163,BATH AV,-73.99757199999999,40.598826,Brooklyn,360470292002002
164,CHURCH AV,-73.9307,40.651641999999995,Brooklyn,360470860001000
165,NEW YORK AV,-73.94660999999999,40.651223,Brooklyn,360470818002001
166,ROGERS AV,-73.952472,40.651346999999994,Brooklyn,360470820003001
167,CLARKSON AV,-73.95679799999999,40.655077,Brooklyn,360470796011002
168,UTICA AV,-73.93028000000001,40.65201,Brooklyn,360470868003002
169,CHURCH AV,-73.91981700000001,40.652976,Brooklyn,360470888003003
170,MALCOLM X BLVD,-73.93095799999999,40.691943,Brooklyn,360470291001000
171,RODNEY ST,-73.955288,40.710158,Brooklyn,360470527007001
172,GATES AV BETWEEN NOSTRAND AV & BEDFORD,-73.95113,40.68623,Brooklyn,360470243003000
173,Brighton Beach Av,-73.962712,40.577448,Brooklyn,360470362002000
174,OCEAN AV,-73.951317,40.599671,Brooklyn,360470578001001
175,E 98 ST,-73.912672,40.655906,Brooklyn,360470896003004
176,SARATOGA AV,-73.915513,40.661314000000004,Brooklyn,360470894003001
177,GRAHAM AV,-73.94395899999999,40.711355,Brooklyn,360470495003003
178,WILSON AV,-73.926692,40.701175,Brooklyn,360470423002001
179,AV Z,-73.960617,40.587207,Brooklyn,360470370004000
180,AV D,-73.948745,40.640863,Brooklyn,360470828001002
181,5 AV,-74.022837,40.629253000000006,Brooklyn,360470134002002
182,ST MARKS AV,-73.924674,40.673767,Brooklyn,360470359001000
183,ORIENTAL BLVD,-73.940136,40.578041999999996,Brooklyn,360470616001001
184,ORIENTAL BLVD,-73.939918,40.578065,Brooklyn,360470616001001
185,CLASSON AV,-73.958729,40.682873,Brooklyn,360470227004001
186,WYTHE AV,-73.966451,40.705131,Brooklyn,360470545003000
187,FULTON ST,-73.94305,40.680109,Brooklyn,360470269002001
188,UTICA AV,-73.928474,40.632579,Brooklyn,360470722002003
189,AV H,-73.928607,40.632745,Brooklyn,360470722002003
190,PATCHEN AV,-73.92788399999999,40.692436,Brooklyn,360470387001000
191,E 18 ST,-73.95575699999999,40.610388,Brooklyn,360470552002000
192,E 108 ST,-73.895992,40.652148,Brooklyn,360470982002002
193,E 108 ST,-73.894349,40.650683,Brooklyn,360470982002002
194,E 108 ST,-73.89733299999999,40.653357,Brooklyn,360470982002002
195,KINGSTON AV,-73.942503,40.665219,Brooklyn,360470333002001
196,KINGS HWY,-73.986715,40.605906,Brooklyn,360470404002000
197,BAY PKWY,-73.979321,40.615713,Brooklyn,360470446002001
198,MERMAID AV,-73.985113,40.576662,Brooklyn,360470326001001
199,CROPSEY AV,-73.993732,40.593323,Brooklyn,360470304003005
200,60 ST,-73.987047,40.621796999999994,Brooklyn,360470244002002
201,ORIENTAL BLVD,-73.952673,40.577013,Brooklyn,360470620001006
202,KINGS HWY,-73.9665,40.605899,Brooklyn,360470418001005
203,ORIENTAL BLVD,-73.939647,40.578165999999996,Brooklyn,360470616001001
204,Coney Island Av,-73.961344,40.598440999999994,Brooklyn,360470394001000
205,SARATOGA AV,-73.917811,40.685634,Brooklyn,360470377001000
206,CLARKSON AV,-73.946947,40.65571,Brooklyn,360470808001001
207,ROCKAWAY PKWY,-73.893671,40.637221999999994,Brooklyn,360471010001000
208,ROCKAWAY PKWY,-73.891334,40.635428000000005,Brooklyn,360471022001004
209,BERGEN ST,-73.92756700000001,40.674942,Brooklyn,360470307001003
210,KINGSTON AV,-73.94234399999999,40.666948,Brooklyn,360470335002001
211,EMPIRE BLVD,-73.945791,40.664328000000005,Brooklyn,360470331003001
212,39 ST,-73.99073100000001,40.643399,Brooklyn,360470110001005
213,RALPH AV,-73.92093299999999,40.652691,Brooklyn,360470864002000
214,CHURCH AV,-73.921221,40.652604,Brooklyn,360470864002000
215,AV U,-73.935376,40.601617,Brooklyn,360470568001002
216,UTICA AV,-73.931519,40.661103999999995,Brooklyn,360470880002000
217,ALBANY AV,-73.939669,40.660371000000005,Brooklyn,360470874011003
218,39 ST,-73.986584,40.640896000000005,Brooklyn,360470226001002
219,East New York Av,-73.938439,40.662257000000004,Brooklyn,360470874011001
220,REMSEN AV,-73.919855,40.652542,Brooklyn,360470934001000
221,CHURCH AV,-73.91731,40.6546,Brooklyn,360470888001001
222,BAY PKWY,-73.98756999999999,40.607791,Brooklyn,360470430003005
223,STILLWELL AV,-73.987436,40.607649,Brooklyn,360470430003005
224,CROPSEY AV,-73.998161,40.597025,Brooklyn,360470294001000
225,LIVINGSTON ST,-73.987566,40.690437,Brooklyn,360470037001005
226,SURF AV,-74.002376,40.573414,Brooklyn,360470342004001
227,18 AV,-73.977428,40.630722,Brooklyn,360470478001002
228,VAN BRUNT ST,-74.012367,40.67768,Brooklyn,360470053002005
229,NEW LOTS AV,-73.882912,40.666209,Brooklyn,360471120002005
230,UTICA AV,-73.926435,40.613486,Brooklyn,360470672001008
231,GRAHAM AV,-73.94420500000001,40.712844,Brooklyn,360470495003001
232,LORIMER ST,-73.950506,40.721548999999996,Brooklyn,360470515001001
233,GRAHAM AV,-73.94468499999999,40.716913,Brooklyn,360470497002000
234,NEW LOTS AV,-73.890925,40.662872,Brooklyn,360471128001001
235,AV U,-73.911037,40.61715,Brooklyn,360470702011001
236,FLATBUSH AV,-73.943814,40.629351,Brooklyn,360470742001000
237,Coney Island Av,-73.96171600000001,40.60711,Brooklyn,360470554002001
238,HEGEMAN AV,-73.90694599999999,40.656259000000006,Brooklyn,360470922001004
239,E 98 ST,-73.91261300000001,40.655623999999996,Brooklyn,360470890006003
240,OCEAN AV,-73.958026,40.635135,Brooklyn,360470766001001
241,MYRTLE AV,-73.97613,40.693448,Brooklyn,360470029012006
242,RALPH AV,-73.922993,40.684719,Brooklyn,360470377004000
243,HALSEY ST,-73.923489,40.684901,Brooklyn,360470383002000
244,BAY RIDGE AV,-74.023266,40.634427,Brooklyn,360470130004000
245,ST JOHNS PL,-73.947244,40.671385,Brooklyn,360470339004001
246,ST JOHNS PL,-73.950556,40.67159,Brooklyn,360470317023001
247,FULTON ST,-73.950232,40.680501,Brooklyn,360470245004003
248,NEW YORK AV,-73.946812,40.678662,Brooklyn,360470247001003
249,AV M,-73.964095,40.617482,Brooklyn,360470454001002
250,TOMPKINS AV,-73.943398,40.680301,Brooklyn,360470269003002
251,LAFAYETTE AV,-73.947848,40.690220000000004,Brooklyn,360470263001001
252,HALSEY ST,-73.949546,40.681778,Brooklyn,360470249003001
253,7 AV,-73.978826,40.670352,Brooklyn,360470155003000
254,Prospect Park Southwest,-73.97308100000001,40.653628000000005,Brooklyn,360470502022000
255,Prospect Park Southwest,-73.972706,40.652328999999995,Brooklyn,360470504001000
256,ST JOHNS PL,-73.941822,40.671261,Brooklyn,360470339002001
257,ST JOHNS PL,-73.94171700000001,40.671085999999995,Brooklyn,360470339002002
258,Prospect Park Southwest,-73.97726800000001,40.659642,Brooklyn,360470171001000
259,REMSEN AV,-73.920126,40.653067,Brooklyn,360470888003003
260,VAN BRUNT ST,-74.008003,40.681424,Brooklyn,360470059002017
261,VAN BRUNT ST,-74.00644,40.682951,Brooklyn,360470059002002
262,ST JOHNS PL,-73.938919,40.67093,Brooklyn,360470339001001
263,NOSTRAND AV,-73.949887,40.677383,Brooklyn,360470315004001
264,NEW YORK AV,-73.947377,40.672638,Brooklyn,360470341003001
265,NEW YORK AV,-73.947215,40.674402,Brooklyn,360470341001001
266,18 AV,-73.972533,40.632788,Brooklyn,360470480001000
267,Marcus Garvey Blvd,-73.937533,40.679944,Brooklyn,360470273003001
268,FULTON ST,-73.921761,40.678587,Brooklyn,360470299001000
269,GATES AV,-73.916549,40.695223,Brooklyn,360470417003000
270,Marcus Garvey Blvd,-73.941519,40.69999,Brooklyn,360470285011000
271,DEKALB AV,-73.92244000000001,40.700926,Brooklyn,360470429004001
272,14 AV,-74.013446,40.611226,Brooklyn,360470154001000
273,RALPH AV,-73.919878,40.645352,Brooklyn,360470934002005
274,18 AV,-73.997424,40.612087,Brooklyn,360470276001000
275,18 AV,-73.990553,40.618626,Brooklyn,360470252001001
276,18 AV,-73.989276,40.619896000000004,Brooklyn,360470248001005
277,86 ST,-73.985026,40.596740999999994,Brooklyn,360470402002002
278,BAY PKWY,-73.982904,40.612582,Brooklyn,360470256001004
279,18 AV,-74.006211,40.603733,Brooklyn,360470280002005
280,BATH AV,-74.006413,40.604125,Brooklyn,360470178002007
281,GRAHAM AV,-73.94268000000001,40.704719,Brooklyn,360470493005002
282,GRAHAM AV,-73.94233,40.702599,Brooklyn,360470491002002
283,WILSON AV,-73.922133,40.698584000000004,Brooklyn,360470421002000
284,FULTON ST,-73.970845,40.684787,Brooklyn,360470179001001
285,GRAHAM AV,-73.944342,40.714804,Brooklyn,360470497002003
286,GRAHAM AV,-73.94304100000001,40.706872,Brooklyn,360470493005000
287,FRANKLIN AV,-73.95575600000001,40.677031,Brooklyn,360470305001008
288,ST JOHNS PL,-73.947379,40.671568,Brooklyn,360470339004000
289,KINGS HWY,-73.960206,40.607873,Brooklyn,360470554002000
290,50 ST,-73.99455999999999,40.635513,Brooklyn,360470220002001
291,Ft Hamilton Pkwy,-74.016339,40.625992,Brooklyn,360470132002006
292,KINGSTON AV,-73.9419,40.671431,Brooklyn,360470339002001
293,WEST END AV,-73.953063,40.577096000000004,Brooklyn,360470610043003
294,SURF AV,-73.99132900000001,40.573411,Brooklyn,360470352001024
295,RALPH AV,-73.918501,40.632566,Brooklyn,360470950001005
296,AV U,-73.976858,40.596654,Brooklyn,360470400002001
297,Coney Island Av,-73.961605,40.605629,Brooklyn,360470554002001
298,AV P,-73.954045,40.611007,Brooklyn,360470546002001
299,Coney Island Av,-73.961671,40.6027,Brooklyn,360470416001003
300,Coney Island Av,-73.960486,40.587057,Brooklyn,360470370004000
301,DEKALB AV,-73.976988,40.689828999999996,Brooklyn,360470031003000
302,50 ST,-74.003475,40.640902000000004,Brooklyn,360470108002001
303,ST JOHNS PL,-73.96042,40.672996999999995,Brooklyn,360470217002001
304,Marcus Garvey Blvd,-73.937911,40.681816999999995,Brooklyn,360470273001001
305,AV Z,-73.965517,40.586645000000004,Brooklyn,360470370003004
306,Prospect Park Southwest,-73.97381,40.656141,Brooklyn,360470171002002
307,OCEAN PKWY,-73.967438,40.581719,Brooklyn,360470354001004
308,HALSEY ST,-73.92900300000001,40.684141,Brooklyn,360470383003001
309,Marcus Garvey Blvd,-73.938214,40.68334,Brooklyn,360470275003001
310,HALSEY ST,-73.93773900000001,40.683136,Brooklyn,360470275004000
311,AV D,-73.93160300000001,40.642072,Brooklyn,360470840001002
312,AV D,-73.929812,40.64219,Brooklyn,360470840001000
313,49 ST,-74.003389,40.641907,Brooklyn,360470108001000
314,FULTON ST,-73.964449,40.682893,Brooklyn,360470201002001
315,LORRAINE ST,-74.005725,40.673996,Brooklyn,360470053001018
316,GRAHAM AV,-73.943862,40.711915999999995,Brooklyn,360470495002002
317,UTICA AV,-73.929891,40.648377,Brooklyn,360470862002002
318,49 ST,-73.99455999999999,40.636573,Brooklyn,360470220004004
319,14 AV,-73.983811,40.63945,Brooklyn,360470228003002
320,LIVINGSTON ST,-73.991147,40.691404,Brooklyn,360470009001005
321,RALPH AV,-73.917151,40.619846,Brooklyn,360470696022014
322,EUCLID AV,-73.87029,40.668213,Brooklyn,360471210002000
323,SUTTER AV,-73.86639,40.673513,Brooklyn,360471208003000
324,FOSTER AV,-73.96291,40.634243,Brooklyn,360470520002007
325,OCEAN AV,-73.957647,40.633125,Brooklyn,360470766001001
326,SHORE RD,-74.04043100000001,40.621272,Brooklyn,360470052011005
327,JAMAICA AV,-73.87547099999999,40.68875,Brooklyn,360471180001000
328,BAY PKWY,-73.975638,40.620603,Brooklyn,360470468001006
329,DEKALB AV,-73.952149,40.691358,Brooklyn,360470241001006
330,5 AV,-74.010037,40.645257,Brooklyn,360470098002000
331,3 AV,-74.03085300000001,40.623675,Brooklyn,360470062002000
332,FULTON ST,-73.924224,40.679086,Brooklyn,360470381002000
333,HALSEY ST,-73.92965799999999,40.684194,Brooklyn,360470295002000
334,SUTTER AV,-73.89558000000001,40.669397,Brooklyn,360471156004000
335,RALPH AV,-73.923873,40.689149,Brooklyn,360470375002002
336,BERGEN ST,-73.93036,40.675090999999995,Brooklyn,360470307003004
337,CROPSEY AV,-73.998526,40.596933,Brooklyn,360470294001003
338,GRAHAM AV,-73.942431,40.702077,Brooklyn,360470491003004
339,UTICA AV,-73.927463,40.625676,Brooklyn,360470676002003
340,AV U,-73.963373,40.59814,Brooklyn,360470394002000
341,Coney Island Av,-73.97079699999999,40.646705,Brooklyn,360470506004002
342,GRAHAM AV,-73.943139,40.706365000000005,Brooklyn,360470505003002
343,MYRTLE AV,-73.94660999999999,40.695747,Brooklyn,360470257001003
344,AV H,-73.933523,40.632603,Brooklyn,360470726001007
345,5 AV,-74.000564,40.654359,Brooklyn,360470175001000
346,AV I,-73.975966,40.626089,Brooklyn,360470462012006
347,5 AV,-73.976815,40.681641,Brooklyn,360470129021003
348,60 ST,-73.978185,40.616446,Brooklyn,360470446002000
349,UTICA AV,-73.929151,40.679069,Brooklyn,360470299002001
350,CHURCH AV,-73.933944,40.651503000000005,Brooklyn,360470860002001
351,ST JOHNS PL,-73.936848,40.670986,Brooklyn,360470339001000
352,GATES AV,-73.959062,40.685306,Brooklyn,360470229003001
353,THROOP AV,-73.94351400000001,40.696366,Brooklyn,360470285021001
354,TOMPKINS AV,-73.943799,40.68222,Brooklyn,360470269003000
355,FLATLANDS AV,-73.927911,40.625954,Brooklyn,360470676002001
356,ROCKAWAY AV,-73.910756,40.669352,Brooklyn,360470924001005
357,OCEAN AV,-73.953775,40.611102,Brooklyn,360470546002001
358,GATES AV,-73.915132,40.696653000000005,Brooklyn,360470433001003
359,3 AV,-74.028574,40.629802000000005,Brooklyn,360470064001002
360,Brighton Beach Av,-73.954367,40.577476000000004,Brooklyn,360470610044001
361,FLATBUSH AV,-73.924027,40.611456,Brooklyn,360470670002010
362,86 ST,-74.013695,40.614058,Brooklyn,360470150002003
363,AV U,-73.974824,40.596876,Brooklyn,360470400001002
364,KINGS HWY,-73.953765,40.610509,Brooklyn,360470550003002
365,3 AV,-74.032014,40.620878999999995,Brooklyn,360470058001000
366,49 ST,-73.990095,40.633891,Brooklyn,360470234003000
367,CLASSON AV,-73.961675,40.698696999999996,Brooklyn,360470537002013
368,Prospect Park West,-73.982876,40.657561,Brooklyn,360471502003004
369,DEAN ST,-73.950047,40.676825,Brooklyn,360470315003000
370,GRAND ARMY PLZ,-73.97087900000001,40.67415,Brooklyn,360470159001005
371,COURT ST,-73.997877,40.67846,Brooklyn,360470065005000
372,GRAHAM AV,-73.94443000000001,40.714253,Brooklyn,360470497003004
373,MCDONALD AV,-73.979376,40.643121,Brooklyn,360470496001004
374,SURF AV,-73.997674,40.572634,Brooklyn,360470340001000
375,NOSTRAND AV,-73.94582700000001,40.621833,Brooklyn,360470748001003
376,WEST END AV,-73.953406,40.579002,Brooklyn,360470610043003
377,WEST END AV,-73.953287,40.579531,Brooklyn,360470612001004
378,EMMONS AV,-73.93243199999999,40.584319,Brooklyn,360470622001010
379,EMMONS AV,-73.942921,40.583814000000004,Brooklyn,360470608001028
380,AV U,-73.93638399999999,40.600951,Brooklyn,360470570004000
381,GERRITSEN AV,-73.93351700000001,40.60022,Brooklyn,360470570001001
382,AV Z,-73.949751,40.588545,Brooklyn,360470592003000
383,NOSTRAND AV,-73.940848,40.595706,Brooklyn,360470572002001
384,NOSTRAND AV,-73.9413,40.598068,Brooklyn,360470572002000
385,AV U,-73.95183399999999,40.59941,Brooklyn,360470578002000
386,AV X,-73.970851,40.590396999999996,Brooklyn,360470374024000
387,NOSTRAND AV,-73.941182,40.596070000000005,Brooklyn,360470594021000
388,CHURCH AV,-73.97607099999999,40.644311,Brooklyn,360470496001001
389,CHURCH AV,-73.977104,40.643687,Brooklyn,360470488001000
390,SHORE RD,-74.03582,40.612167,Brooklyn,360470056021005
391,GRAHAM AV,-73.94514000000001,40.718569,Brooklyn,360470497001001
392,FLATBUSH AV,-73.91289,40.601209000000004,Brooklyn,360470702021002
