LAW_CAT_CD,Latitude,Longitude,FIPS
VIOLATION,40.548165535,-74.218872894,360850208011017
VIOLATION,40.901033641,-73.855263549,360050414001000
VIOLATION,40.681842643,-73.975833974,360470129021001
VIOLATION,40.730764707,-73.853071609,360810721004000
VIOLATION,40.828352541,-73.940427166,360610235012002
VIOLATION,40.735398251999996,-73.998276648,360610071003000
VIOLATION,40.828696661,-73.898633929,360050151004002
VIOLATION,40.57890647,-74.09504278600001,360850112012004
VIOLATION,40.713180584,-73.90075025600001,360810603001007
VIOLATION,40.698330894,-73.917495073,360470433002003
VIOLATION,40.711567767,-73.876372394,360810619002006
VIOLATION,40.727484394,-73.98692988,360610038006000
VIOLATION,40.692203129,-73.986273286,360470011001008
VIOLATION,40.776283358,-73.987837392,360610155005000
VIOLATION,40.600621464,-73.775333116,360810972033000
VIOLATION,40.653011145,-73.943517316,360470816001004
VIOLATION,40.574140128,-74.106007765,360850112021023
VIOLATION,40.723169283000004,-73.984127538,360610032005000
VIOLATION,40.822079887,-73.949920702,360610225004001
VIOLATION,40.655737546,-73.934717497,360470870003002
VIOLATION,40.803889605,-73.954091893,360610218004002
VIOLATION,40.625290381999996,-73.960468529,360470532001005
VIOLATION,40.823273246,-73.919732064,360050061002001
VIOLATION,40.633127726,-73.893043938,360471024001002
VIOLATION,40.769588504,-73.927139959,360810071001003
VIOLATION,40.63597097,-74.16136514899999,360850319023007
VIOLATION,40.679273241,-73.995523622,360470077004001
VIOLATION,40.564438195,-74.126730601,360850132011012
VIOLATION,40.829868671999996,-73.881384934,360050054002002
VIOLATION,40.755052397,-73.86140998100001,360810379001003
VIOLATION,40.658719276,-73.907935205,360470916003000
VIOLATION,40.6349018,-74.143841465,360850213005002
VIOLATION,40.723990539,-73.74461200100001,360810556002003
VIOLATION,40.654444667,-73.735522232,360810664005002
VIOLATION,40.678277257,-73.831598805,360810096002004
VIOLATION,40.641683522,-74.003125504,360470108001000
VIOLATION,40.641249842,-73.943721849,360470830002000
VIOLATION,40.545442294000004,-74.144523236,360850132032013
VIOLATION,40.642804345,-73.979444266,360470496002000
VIOLATION,40.606447994,-74.167088451,360850291031012
VIOLATION,40.707210779,-73.751698839,360810510002003
VIOLATION,40.662451925,-73.981979329,360470149002001
VIOLATION,40.829609717,-73.946207606,360610237001000
VIOLATION,40.708774095,-73.99853342600001,360610025003000
VIOLATION,40.768439616,-73.924675477,360810071003001
VIOLATION,40.576825491,-73.960479213,360470360021000
VIOLATION,40.671411663,-73.88151172399999,360471164001002
VIOLATION,40.576825491,-73.960479213,360470360021000
VIOLATION,40.90005057,-73.846399656,360050444002002
VIOLATION,40.653303168,-73.921897097,360470864002000
VIOLATION,40.83854588,-73.86733642899999,360050218003000
VIOLATION,40.6998522,-73.90422868,360810553001002
VIOLATION,40.66425185,-73.958318773,360470325003001
VIOLATION,40.659309043,-73.981298975,360470169003000
VIOLATION,40.637950677,-73.896430331,360470990001004
VIOLATION,40.665516282,-73.99277064,360470117003003
VIOLATION,40.842152555,-73.885374752,360050359001000
VIOLATION,40.592401856,-74.077883326,360850070004004
VIOLATION,40.85056425,-73.896081216,360050395002001
VIOLATION,40.562583626,-74.103945175,360850128041010
VIOLATION,40.77380944,-73.914469878,360810115001001
VIOLATION,40.832533731999995,-73.919464323,360050195004000
VIOLATION,40.683944200999996,-73.87118829100001,360471184003000
VIOLATION,40.854753119,-73.89356235300001,360050385004002
VIOLATION,40.567166213,-74.11667217600001,360850134002006
VIOLATION,40.75581399,-73.864812135,360810379003003
VIOLATION,40.70090364,-73.904461592,360810551003002
VIOLATION,40.84711223,-73.91747681,360050215023000
VIOLATION,40.839739531,-73.913178032,360050225004001
VIOLATION,40.787549354,-73.967688477,360610173004000
VIOLATION,40.606390056,-73.754710043,360811032012007
VIOLATION,40.82919404,-73.928758563,360050189001010
VIOLATION,40.757839003,-73.99121211100001,360610121001001
VIOLATION,40.557260923,-74.13125501100001,360850132042010
VIOLATION,40.792510645,-73.937967326,360610180002001
VIOLATION,40.792510645,-73.937967326,360610180002001
VIOLATION,40.596259048,-73.76392225800001,360810992001002
VIOLATION,40.730387666999995,-73.738089272,360811301004001
VIOLATION,40.845742674,-73.90018020000002,360050395004005
VIOLATION,40.758375371999996,-73.867633267,360810365002004
VIOLATION,40.791999933,-73.948747942,360610168001000
VIOLATION,40.634692578,-73.974809801,360470484002000
VIOLATION,40.693534509,-73.81833305800001,360810150001003
VIOLATION,40.693231519,-73.749118445,360810384002005
VIOLATION,40.611730559,-73.979363791,360470432001000
VIOLATION,40.716082687,-73.987130518,360610014021004
VIOLATION,40.671723302,-73.951720698,360470317023000
VIOLATION,40.670289768,-73.893474607,360471158001003
VIOLATION,40.743717720999996,-73.853468884,360810427002001
VIOLATION,40.694342279000004,-73.822366144,360810148001005
VIOLATION,40.713796834,-73.99344716600001,360610008006002
VIOLATION,40.636903015,-74.150079052,360850223002007
VIOLATION,40.683006784,-73.939496979,360470275003001
VIOLATION,40.673038455,-73.926546062,360470347001002
VIOLATION,40.713698082,-73.994587049,360610008006004
VIOLATION,40.673179794,-73.912763975,360470363001001
VIOLATION,40.795780139,-73.965401925,360610189006002
VIOLATION,40.854378794,-73.932151213,360610279004001
VIOLATION,40.70038667,-73.813932511,360810212002007
VIOLATION,40.888558685999996,-73.854979675,360050406001000
VIOLATION,40.651940039,-73.962006001,360470508043000
VIOLATION,40.833722039,-73.915415538,360050179011001
VIOLATION,40.665182541,-73.930382767,360470349004001
VIOLATION,40.677358201,-73.788626704,360810288003005
VIOLATION,40.767564513,-73.966264958,360610120004004
VIOLATION,40.84960877,-73.93261512699999,360610269004000
VIOLATION,40.873221749,-73.86669955800001,360050374002008
VIOLATION,40.70461125,-73.833916317,360810134001000
VIOLATION,40.699263444,-73.996676333,360470001001004
VIOLATION,40.757317199,-73.98788056,360610119002003
VIOLATION,40.674592584,-73.79686949100001,360810182001009
VIOLATION,40.903489346,-73.850342019,360050414002000
VIOLATION,40.69830815,-73.938123495,360470287001000
VIOLATION,40.65830154,-73.910747058,360470916004001
VIOLATION,40.827793974,-73.89900387,360050135003000
VIOLATION,40.766903113000005,-73.921392044,360810071004004
VIOLATION,40.702031396,-73.910876055,360810547003001
VIOLATION,40.640318977,-74.009928333,360470100002000
VIOLATION,40.754270619,-73.873762957,360810273002000
VIOLATION,40.660821894,-73.8344903,360810884008007
VIOLATION,40.660821894,-73.8344903,360810884008007
VIOLATION,40.682218208,-73.853243468,360810042001006
VIOLATION,40.825419359,-73.866220811,360050044001000
VIOLATION,40.740308565,-74.0038266,360610083002002
VIOLATION,40.693794944000004,-73.923126232,360470419002001
VIOLATION,40.807674105,-73.952911677,360610220004000
VIOLATION,40.732830433000004,-73.98149123,360610048005000
VIOLATION,40.637825683,-74.031081719,360470034001013
VIOLATION,40.888558685999996,-73.854979675,360050406001000
VIOLATION,40.565844648,-74.137689276,360850146063001
VIOLATION,40.757981666999996,-73.963169171,360610108003000
VIOLATION,40.798963998000005,-73.95031372,360610186003002
VIOLATION,40.759320683,-73.734697915,360811529013001
VIOLATION,40.840747435,-73.86289394100001,360050210014001
VIOLATION,40.802903945,-73.960698974,360610197011002
VIOLATION,40.690574212,-73.82629585,360810154002005
VIOLATION,40.67622168,-73.906627605,360470367001011
VIOLATION,40.735559889,-73.991464028,360610052002006
VIOLATION,40.880928892,-73.866734733,360050378001004
VIOLATION,40.651194715,-73.896921514,360471098001013
VIOLATION,40.571027748,-74.093069853,360850112023027
VIOLATION,40.707633916999995,-73.795152927,360810460002004
VIOLATION,40.833952779,-73.876134149,360050062003003
VIOLATION,40.723148338,-73.943616616,360470591004000
VIOLATION,40.826633682,-73.93914959,360610235021003
VIOLATION,40.824045452,-73.950724962,360610229002001
VIOLATION,40.595963363,-73.77107818399999,360810972033001
VIOLATION,40.853011321,-73.911056922,360050243002000
VIOLATION,40.77817761,-73.790935265,360810997013005
VIOLATION,40.74578224,-73.865081507,360810409004002
VIOLATION,40.743717720999996,-73.853468884,360810427002001
VIOLATION,40.737377888000005,-73.85829654,360810437021005
VIOLATION,40.767564513,-73.966264958,360610120004004
VIOLATION,40.696378708000005,-73.99724987100001,360470003015006
VIOLATION,40.855920977,-73.927092382,360610277004001
VIOLATION,40.768159429,-73.788009997,360811099003000
VIOLATION,40.664871575999996,-73.909505509,360470924002005
VIOLATION,40.738838954,-73.98314949600001,360610068004000
VIOLATION,40.800362995,-73.942648244,360610184001003
VIOLATION,40.694602483000004,-73.97312472899999,360470185011002
VIOLATION,40.805750947,-73.94275557899999,360610200002001
VIOLATION,40.550383532,-74.156646079,360850146041010
VIOLATION,40.719709545,-73.855826875,360810709001007
VIOLATION,40.670611840999996,-73.809224699,360810818003005
VIOLATION,40.631648938000005,-74.117527079,360850125001000
VIOLATION,40.639730545999996,-73.95274193,360470790002000
VIOLATION,40.733469506999995,-73.735453939,360811301003010
VIOLATION,40.575442769,-73.987794763,360470326002001
