,NAME,LINE,Longitude,Latitude,FIPS
908,8th Ave & 14th St at NW corner,A-C-E-L,-74.002655,40.739949,3.61E+14
909,,A-B-C-D-E-F-M,-74.001209,40.731086,3.61E+14
910,6th Ave & West 3rd St at NW corner,A-B-C-D-E-F-M,-74.001534,40.731133,3.61E+14
911,6th Ave & West 3rd St at NE corner,A-B-C-D-E-F-M,-74.001127,40.731091,3.61E+14
912,6th Ave & Spring St at NE corner,C-E,-74.003747,40.725583,3.61E+14
913,Lispenard St & West Broadway at NE corner,A-C-E,-74.004999,40.720704,3.61E+14
914,6th Ave & West Broadway at NW corner,A-C-E,-74.005399,40.720758,3.61E+14
915,St. John La & Laight St at SE corner,A-C-E,-74.005634,40.721651,3.61E+14
916,Thompson St & Canal St at NE corner,A-C-E,-74.005133,40.721967,3.61E+14
917,Church St & Murray St at SW corner,A-C-E-2-3,-74.009046,40.713753,3.61E+14
918,Church St & Park Pl at NE corner,A-C-E-2-3,-74.009033,40.713333,3.61E+14
919,Church St & Barclay St at SW corner,A-C-E-2-3,-74.009891,40.712681,3.61E+14
920,Church St & Park Pl at SW corner,A-C-E-2-3,-74.009511,40.713286,3.61E+14
921,Church St & Park Pl at SE corner,A-C-E-2-3,-74.009245,40.713036,3.61E+14
922,Church St & Park Pl at NW corner,A-C-E-2-3,-74.009292,40.713435,3.61E+14
923,Church St,A-C-E-2-3,-74.010165,40.711793,3.61E+14
924,Church St,A-C-E-2-3,-74.010204,40.71171,3.61E+14
925,Church St & Vesey St at NW corner,A-C-E-2-3,-74.010306,40.712258,3.61E+14
926,Broadway & Fulton St at NE corner,A-C-J-Z-2-3-4-5,-74.008428,40.710692,3.61E+14
927,Broadway & Fulton St at SE corner,A-C-J-Z-2-3-4-5,-74.008632,40.710555,3.61E+14
928,Cadman Plaza West & Cranberry St at NW corner,A-C-J-Z-2-3-4-5,-73.991413,40.699405,3.60E+14
929,Jay St & Willoughby St at NW corner,A-C-F-R,-73.987446,40.692335,3.60E+14
930,Jay St & Willoughby St at NW corner,A-C-F-R,-73.987443,40.692393,3.60E+14
931,Jay St & Willoughby St at NW corner,A-C-F-R,-73.987494,40.692336,3.60E+14
932,Jay St & Willoughby St at NW corner,A-C-F-R,-73.987491,40.692394,3.60E+14
933,Hoyt St & Schermerhorn St at NE corner,A-C-G,-73.985941,40.689085,3.60E+14
934,Bond St & Schermerhorn St at NW corner,A-C-G,-73.984216,40.688396,3.60E+14
935,Oxford St & Fulton Ave at NE corner,C,-73.97276,40.685789,3.60E+14
936,Oxford St & Fulton Ave at SW corner,C,-73.9729,40.685559,3.60E+14
937,Oxford St & Fulton Ave at NE corner,C,-73.973021,40.685969,3.60E+14
938,Oxford St & Fulton Ave at SW corner,C,-73.973526,40.6857,3.60E+14
939,Oxford St & Fulton Ave at NE corner,C,-73.973308,40.686077,3.60E+14
940,Portland Ave & Fulton Ave at SE corner,C,-73.974278,40.686041,3.60E+14
941,Portland Ave & Fulton Ave at NE corner,C,-73.974347,40.686409,3.60E+14
942,Portland Ave & Fulton Ave at SW corner,C,-73.974517,40.686119,3.60E+14
943,Portland Ave & Fulton Ave at NW corner,C,-73.974606,40.686553,3.60E+14
944,Clinton Ave & Fulton Ave at NE corner,C,-73.966797,40.683653,3.60E+14
945,Clinton Ave & Fulton Ave at NW corner,C,-73.967069,40.683695,3.60E+14
946,Nostrand Ave & Fulton St at NE corner,A-C,-73.949515,40.680547,3.60E+14
947,Nostrand Ave & Fulton St at NW corner,A-C,-73.949753,40.680572,3.60E+14
948,Throop Ave & Fulton St at NE corner,A-C,-73.940247,40.68001,3.60E+14
949,Throop Ave & Fulton St at NW corner,A-C,-73.940483,40.680057,3.60E+14
950,Utica Ave & Fulton St at SW corner,A-C,-73.930044,40.679095,3.60E+14
951,Utica Ave & Fulton St at NW corner,A-C,-73.929725,40.679487,3.60E+14
952,Ralph Ave & Fulton St at SE corner,A-C,-73.921552,40.678702,3.60E+14
953,Ralph Ave & Fulton St at NE corner,A-C,-73.921442,40.678984,3.60E+14
954,Ralph Ave & Mac Dougal St at NE corner,A-C,-73.92187,40.679164,3.60E+14
955,Hopkinson Ave & Fulton St at NW corner,A-C,-73.913732,40.678594,3.60E+14
956,Hopkinson Ave & Fulton St at SW corner,A-C,-73.913651,40.678317,3.60E+14
957,Fulton St & Van Sinderen Ave at SW corner,A-C-J-L,-73.903922,40.678334,3.60E+14
958,Pennsylvania Ave & Liberty Ave at SW corner,A-C,-73.896645,40.674242,3.60E+14
959,Pennsylvania Ave & Liberty Ave at SE corner,A-C,-73.896312,40.674268,3.60E+14
960,Pennsylvania Ave & Liberty Ave at NW corner,A-C,-73.896776,40.67443,3.60E+14
961,180th St & Hillside Ave at NW corner,F,-73.783179,40.71294,3.61E+14
962,180th St & Hillside Ave at SW corner,F,-73.783274,40.712669,3.61E+14
963,180th St & Hillside Ave at NW corner,F,-73.783363,40.712892,3.61E+14
964,179th Pl & Hillside Ave at SW corner,F,-73.783427,40.712548,3.61E+14
965,169th St & Hillside Ave at SE corner,F,-73.792853,40.710563,3.61E+14
966,169th St & Hillside Ave at NE corner,F,-73.792761,40.710968,3.61E+14
967,169th St & Hillside Ave at SW corner,F,-73.793022,40.710495,3.61E+14
968,169th St & Hillside Ave at NW corner,F,-73.793248,40.71083,3.61E+14
969,Parsons Blvd & Hillside Ave at SW corner,F,-73.802797,40.707473,3.61E+14
970,Parsons Blvd & Hillside Ave at NW corner,F,-73.802999,40.707873,3.61E+14
971,Parsons Blvd & Hillside Ave at SE corner,F,-73.802611,40.707563,3.61E+14
972,Sutphin Blvd & Hillside Ave at SE corner,F,-73.809481,40.705591,3.61E+14
973,Sutphin Blvd & Hillside Ave at NE corner,F,-73.809489,40.705945,3.61E+14
974,Sutphin Blvd & Hillside Ave at SW corner,F,-73.809717,40.705538,3.61E+14
975,Van Wyck Blvd & Queens Blvd at SW corner,F,-73.820111,40.708068,3.61E+14
976,Van Wyck Blvd & Queens Blvd at SE corner,F,-73.819773,40.709316,3.61E+14
977,84th Rd & Queens Blvd at NE corner,F,-73.819601,40.709681,3.61E+14
978,Union Tpke & Queens Blvd at SE corner,E-F,-73.831166,40.714001,3.61E+14
979,80th Rd & Queens Blvd at SE corner,E-F,-73.830011,40.713663,3.61E+14
980,Union Tpke & Queens Blvd at NE corner,E-F,-73.829917,40.714073,3.61E+14
981,Union Tpke & Queens Blvd at SE corner,E-F,-73.831303,40.713967,3.61E+14
982,75th Rd & Queens Blvd at SE corner,E-F,-73.836743,40.717895,3.61E+14
983,75th & Queens Blvd at NW corner,E-F,-73.837916,40.719061,3.61E+14
984,75th & Queens Blvd at SW corner,E-F,-73.838257,40.718574,3.61E+14
985,71st & Queens Blvd at SE corner,E-F-M-R,-73.844039,40.7211,3.61E+14
986,71st & Queens Blvd at NE corner,E-F-M-R,-73.843389,40.72149,3.61E+14
987,67th Ave & Queens Blvd at SE corner,M-R,-73.853534,40.726598,3.61E+14
988,67th Ave & Queens Blvd at NE corner,M-R,-73.853226,40.727073,3.61E+14
989,63rd Rd & Queens Blvd at SW corner (exit only),M-R,-73.862699,40.729953,3.61E+14
990,63rd Rd & Queens Blvd at NE corner,M-R,-73.860814,40.729265,3.61E+14
991,Woodhaven Blvd & Queens Blvd at SE corner,M-R,-73.870334,40.733041,3.61E+14
992,Woodhaven Blvd & Queens Blvd at SW corner,M-R,-73.870983,40.733354,3.61E+14
993,59th Ave & Queens Blvd at NE corner,M-R,-73.869588,40.733555,3.61E+14
994,54th St & Queens Blvd at SE corner,M-R,-73.876886,40.735888,3.61E+14
995,54th St & Queens Blvd at NE corner,M-R,-73.876424,40.736277,3.61E+14
996,54th St & Queens Blvd at SW corner,M-R,-73.877167,40.736075,3.61E+14
997,Broadway & Queens Blvd at SE corner,M-R,-73.877191,40.737354,3.61E+14
998,Broadway & Queens Blvd at SW corner,M-R,-73.877424,40.737477,3.61E+14
999,Elmhurst Ave & Broadway at SE corner,M-R,-73.881135,40.741729,3.61E+14
1000,Elmhurst Ave & Broadway at NW corner,M-R,-73.881039,40.742066,3.61E+14
1001,Elmhurst Ave & Broadway at SW corner,M-R,-73.881457,40.741861,3.61E+14
1002,Britton Ave & Broadway at NW corner,M-R,-73.882708,40.742937,3.61E+14
1003,Britton Ave & Broadway at SW corner,M-R,-73.883025,40.742791,3.61E+14
1004,75th St & Roosevelt Ave at SW corner,E-F-M-R-7,-73.890958,40.746784,3.61E+14
1005,75th St & Broadway at NW corner,E-F-M-R-7,-73.890955,40.746597,3.61E+14
1006,65th St & Broadway at SE corner,M-R,-73.897495,40.749145,3.61E+14
1007,65th St & Broadway at NE corner,M-R,-73.897382,40.74933,3.61E+14
1008,54th St & Northern Blvd at NW corner,M-R,-73.907119,40.753086,3.61E+14
1009,46th St & Broadway at NW corner,M-R,-73.914303,40.756868,3.61E+14
1010,Steinway St & Broadway at SW corner,M-R,-73.919842,40.758143,3.61E+14
1011,Steinway St & Broadway at SE corner,M-R,-73.919433,40.758279,3.61E+14
1012,35th St & 38th Ave at NE corner,M-R,-73.928775,40.752232,3.61E+14
1013,35th St & 38th Ave at SW corner,M-R,-73.929263,40.752198,3.61E+14
1014,Jackson Ave & West St at SW corner,E-M-R,-73.938471,40.748705,3.61E+14
1015,Jackson Ave & Queens Blvd at SW corner,E-M-R,-73.937896,40.749086,3.61E+14
1016,Jackson Ave & Queens Blvd at SE corner,E-M-R,-73.937364,40.748697,3.61E+14
1017,Jackson Ave & Queens Blvd at NE corner,E-M-R,-73.937057,40.748807,3.61E+14
1018,Jackson Ave & West St at SE corner,E-M-R,-73.938244,40.748466,3.61E+14
1019,Hunter St & 44th Ave at SW corner,E-G-M-7,-73.944287,40.747371,3.61E+14
1020,21st St & 44th Ave at SE corner,E-G-M-7,-73.94724,40.747954,3.61E+14
1021,21st St & 44th Ave at NE corner,E-G-M-7,-73.947163,40.748195,3.61E+14
1022,Lexington Ave & 53rd St at NE corner,E-M-6,-73.970567,40.758329,3.61E+14
1023,Lexington Ave & 53rd St at SE corner,E-M-6,-73.970958,40.75812,3.61E+14
1024,5th Ave & 53rd St at SW corner,E-M,-73.976146,40.760422,3.61E+14
1025,5th Ave & 53rd St at NE corner,E-M,-73.975562,40.760373,3.61E+14
1026,5th Ave & 53rd St at SE corner,E-M,-73.975638,40.760267,3.61E+14
1027,Pennsylvania Ave & Liberty Ave at NE corner,A-C,-73.896364,40.674567,3.60E+14
1028,Van Siclen Ave & Pitkin Ave at SE corner,A-C,-73.890164,40.672479,3.60E+14
1029,Van Siclen Ave & Pitkin Ave at NE corner,A-C,-73.890257,40.67285,3.60E+14
1030,Van Siclen Ave & Pitkin Ave at SW corner,A-C,-73.890381,40.672545,3.60E+14
1031,Van Siclen Ave & Pitkin Ave at NW corner,A-C,-73.890584,40.672771,3.60E+14
1032,Shepherd Ave & Pitkin Ave at SE corner,A-C,-73.880667,40.67397,3.60E+14
1033,Shepherd Ave & Pitkin Ave at NE corner,A-C,-73.880749,40.674303,3.60E+14
1034,Shepherd Ave & Pitkin Ave at SW corner,A-C,-73.880927,40.674234,3.60E+14
1035,Shepherd Ave & Pitkin Ave at NW corner,A-C,-73.880869,40.673989,3.60E+14
1036,Pitkin,A-C,-73.871875,40.675554,3.60E+14
1037,Euclid Ave & Pitkin Ave at SE corner,A-C,-73.871801,40.675301,3.60E+14
1038,Euclid Ave & Pitkin Ave at NE corner,A-C,-73.871742,40.675533,3.60E+14
1039,Euclid Ave & Pitkin Ave at SW corner,A-C,-73.872115,40.675274,3.60E+14
1040,Euclid Ave & Pitkin Ave at NW corner,A-C,-73.872109,40.675478,3.60E+14
1041,Grant Ave & Pitkin Ave at NE corner,A,-73.865491,40.676735,3.60E+14
1042,80th St & Liberty Ave at SE corner,A,-73.858024,40.679371,3.61E+14
1043,80th St & Liberty Ave at NE corner,A,-73.858049,40.679498,3.61E+14
1044,88th St & Liberty Ave at SE corner,A,-73.850401,40.679828,3.61E+14
1045,88th St & Liberty Ave at NE corner,A,-73.850413,40.679973,3.61E+14
1046,94th St & Liberty Ave at SW corner,A,-73.845131,40.680158,3.61E+14
1047,94th St & Liberty Ave at NW corner,A,-73.845159,40.680305,3.61E+14
1048,104th St & Liberty Ave at SE corner,A,-73.836742,40.681994,3.61E+14
1049,104th St & Liberty Ave at NE corner,A,-73.836836,40.68212,3.61E+14
1050,111th St & Liberty Ave at SE corner,A,-73.830898,40.684732,3.61E+14
1051,111th St & Liberty Ave at NE corner,A,-73.830943,40.684874,3.61E+14
1052,Lefferts Blvd & Liberty Ave at SW corner,A,-73.824314,40.686103,3.61E+14
1053,Lefferts Blvd & Liberty Ave at NW corner,A,-73.824378,40.686234,3.61E+14
1054,Cohancy St & North Conduit Ave at NE corner,A,-73.83348,40.667018,3.61E+14
1055,103rd St & 159th Ave at NE corner,A,-73.830518,40.660465,3.61E+14
1056,103rd St & 159th Ave at NE corner,A,-73.830453,40.660486,3.61E+14
1057,103rd St & 159th Ave at SE corner,A,-73.830369,40.660372,3.61E+14
1058,West Rd & Noel Rd at NE corner,A-H,-73.815967,40.608007,3.61E+14
1059,Beach 89th St & Rockaway Frwy at NW corner,H,-73.813907,40.58808,3.61E+14
1060,Beach 89th St & Rockaway Frwy at SW corner,H,-73.813755,40.587929,3.61E+14
1061,Beach 90th St & Rockaway Frwy at NE corner,H,-73.814117,40.587999,3.61E+14
1062,Beach 90th St & Rockaway Frwy at SE corner,H,-73.814037,40.587814,3.61E+14
1063,Beach 98th St & Rockaway Frwy at NW corner,H,-73.820345,40.58554,3.61E+14
1064,Beach 98th St & Rockaway Frwy at SW corner,H,-73.820249,40.585342,3.61E+14
1065,Beach 98th St & Rockaway Frwy at SW corner,H,-73.820595,40.585208,3.61E+14
1066,Beach 106th St & Rockaway Frwy at NW corner,H,-73.827388,40.583187,3.61E+14
1067,Beach 106th St & Rockaway Frwy at SW corner,H,-73.827474,40.583369,3.61E+14
1068,Beach 106th St & Rockaway Frwy at SW corner,H,-73.827163,40.583248,3.61E+14
1069,Beach 106th St & Rockaway Frwy at NW corner,H,-73.827232,40.583435,3.61E+14
1070,Beach 116th St & Wainwright Ct at NE corner,H,-73.837418,40.58051,3.61E+14
1071,Beach 67th St & Rockaway Frwy at NW corner,A,-73.797789,40.590744,3.61E+14
1072,Beach 67th St & Rockaway Frwy at SW corner,A,-73.796609,40.590901,3.61E+14
1073,Beach 67th St & Rockaway Frwy at NW corner,A,-73.79646,40.591123,3.61E+14
1074,Beach 67th St & Rockaway Frwy at SW corner,A,-73.796176,40.590951,3.61E+14
1075,Beach 60th St & Rockaway Frwy at SE corner,A,-73.789578,40.592269,3.61E+14
1076,Beach 59th Sr & Rockaway Frwy at NW corner,A,-73.789161,40.59249,3.61E+14
1077,Beach 59th Sr & Rockaway Frwy at SW corner,A,-73.789153,40.592292,3.61E+14
1078,Beach 60th St & Rockaway Frwy at NE corner,A,-73.78941,40.592478,3.61E+14
1079,Beach 44th St & Edgemere Ave at NW corner,A,-73.775743,40.593106,3.61E+14
1080,Beach 45th St & Edgemere Ave at SW corner,A,-73.776109,40.59286,3.61E+14
1081,Beach 45th St & Edgemere Ave at NE corner,A,-73.775985,40.593079,3.61E+14
1082,Beach 44th St & Edgemere Ave at SW corner,A,-73.775715,40.592897,3.61E+14
1083,Beach 35th & Rockaway Frwy at NW corner,A,-73.768032,40.595617,3.61E+14
1084,Beach 36th & Edgemere Ave at SE corner,A,-73.768206,40.595297,3.61E+14
1085,Beach 36th & Edgemere Ave at NE corner,A,-73.768313,40.595445,3.61E+14
1086,Beach 35th & Rockaway Frwy at SW corner,A,-73.767919,40.595469,3.61E+14
1087,Beach 25th St & Rockaway Frwy at NW corner,A,-73.761959,40.599708,3.61E+14
1088,Beach 25th St & Rockaway Frwy at SW corner,A,-73.761807,40.599427,3.61E+14
1089,Beach 25th St & Rockaway Frwy at SW corner,A,-73.761596,40.59967,3.61E+14
1090,Beach 22nd St & Mott Ave at SW corner,A,-73.754178,40.604657,3.61E+14
1091,Bainbridge Ave & 205th St at SE corner,D,-73.879267,40.874902,3.60E+14
1092,Bainbridge Ave & 205th St at NE corner,D,-73.87961,40.875087,3.60E+14
1093,Grand Concourse & Bedofrd Park Blvd at NE corner,B-D,-73.887459,40.872135,3.60E+14
1094,Grand Concourse & Bedford Park Blvd at SE corner,B-D,-73.887788,40.872198,3.60E+14
1095,Grand Concourse & Bedford Park Blvd at NW corner,B-D,-73.887894,40.872468,3.60E+14
1096,Grand Concourse & 196th St at NW corner,B-D,-73.893195,40.868114,3.60E+14
1097,Grand Concourse & 196th St at SE corner,B-D,-73.892739,40.867688,3.60E+14
1098,Grand Concourse & 188th St at SW corner,B-D,-73.898098,40.861401,3.60E+14
1099,Grand Concourse & 188th St at SE corner,B-D,-73.897424,40.861147,3.60E+14
1100,Grand Concourse & 188th St at NW corner,B-D,-73.898019,40.861592,3.60E+14
1101,Grand Concourse & 188th St at NE corner,B-D,-73.897355,40.861322,3.60E+14
1102,Grand Concourse & 182nd St at SW corner,B-D,-73.90114,40.856038,3.60E+14
1103,Grand Concourse & 182nd St at SE corner,B-D,-73.900484,40.855864,3.60E+14
1104,Grand Concourse & 182nd St at NW corner,B-D,-73.901115,40.856237,3.60E+14
1105,Grand Concourse & 182nd St at NE corner,B-D,-73.900449,40.856039,3.60E+14
1106,Grand Concourse & Echo Pl at SW corner,B-D,-73.906084,40.849864,3.60E+14
1107,Grand Concourse & Echo Pl at NW corner,B-D,-73.905841,40.850124,3.60E+14
1108,Grand Concourse & Echo Pl at NE corner,B-D,-73.905226,40.849968,3.60E+14
1109,Grand Concourse & 174th St at NW corner,B-D,-73.911212,40.844933,3.60E+14
1110,Grand Concourse & 174th St at NE corner,B-D,-73.910885,40.844939,3.60E+14
1111,Grand Concourse & 171st St at NE corner,B-D,-73.912743,40.839751,3.60E+14
1112,Grand Concourse & 171st St at NW corner,B-D,-73.913333,40.840097,3.60E+14
1113,Grand Concourse & 167th St at SW corner,B-D,-73.918155,40.834466,3.60E+14
1114,Grand Concourse & 167th St at SE corner,B-D,-73.917562,40.834286,3.60E+14
1115,Grand Concourse & 167th St at NW corner,B-D,-73.917838,40.834788,3.60E+14
1116,Grand Concourse & 167th St at NE corner,B-D,-73.917245,40.834609,3.60E+14
1117,River Ave & 161st St at NE corner,B-D-4,-73.925715,40.82784,3.60E+14
1118,River Ave & 161st St at SE corner,B-D-4,-73.926004,40.827488,3.60E+14
1119,River Ave & 161st St at SW corner,B-D-4,-73.92625,40.827471,3.60E+14
1120,River Ave & 161st St at SW corner,B-D-4,-73.926202,40.827545,3.60E+14
1121,River Ave & 161st St at NE corner,B-D-4,-73.925588,40.828011,3.60E+14
1122,Frederick Douglass Blvd & 156th St at NW corner,B-D,-73.936687,40.830313,3.61E+14
1123,21st St & 41st Ave at NW corner,F,-73.942374,40.754322,3.61E+14
1124,21st St & 41st Ave at NW corner,F,-73.942491,40.754131,3.61E+14
1125,21st St & 41st Ave at NW corner,F,-73.942521,40.754195,3.61E+14
1126,21st St & 41st Ave at NE corner,F,-73.942132,40.754069,3.61E+14
1127,21st St & 41st Ave at NE corner,F,-73.941935,40.754255,3.61E+14
1128,West Rd & Unnamed St at SE corner,F,-73.953505,40.759016,3.61E+14
1129,Lexington Ave & 63rd St at NW corner,F,-73.966514,40.764884,3.61E+14
1130,Lexington Ave & 63rd St at NW corner,F,-73.966431,40.764874,3.61E+14
1131,Lexington Ave & 63rd St at NW corner,F,-73.966411,40.764881,3.61E+14
1132,Lexington Ave & 63rd St at SW corner,F,-73.966552,40.764721,3.61E+14
1133,Lexington Ave & 63rd St at NW corner,F,-73.966422,40.764866,3.61E+14
1134,6th Ave & 56th St at NE corner,F,-73.977358,40.763874,3.61E+14
1135,6th Ave & 57th St at SW corner,F,-73.97743,40.764227,3.61E+14
1136,6th Ave & 57th St at SE corner,F,-73.977264,40.763998,3.61E+14
1137,6th Ave & 57th St at NW corner,F,-73.977119,40.764652,3.61E+14
1138,6th Ave & 57th St at NE corner,F,-73.97683,40.764564,3.61E+14
1139,6th Ave & 56th St at SW corner,F,-73.977974,40.763482,3.61E+14
1140,6th Ave & 56th St at SE corner,F,-73.977674,40.763392,3.61E+14
1141,6th Ave & 56th St at NW corner,F,-73.977718,40.763831,3.61E+14
1142,6th Ave & 49th St at NW corner,B-D-F-M,-73.981001,40.759434,3.61E+14
1143,6th Ave & 50th St at SW corner,B-D-F-M,-73.980706,40.759896,3.61E+14
1144,6th Ave & 51st St at SW corner,B-D-F-M,-73.980218,40.760502,3.61E+14
1145,6th Ave & 50th St at NE corner,B-D-F-M,-73.980117,40.759953,3.61E+14
1146,6th Ave & 50th St at NW corner,B-D-F-M,-73.980499,40.760125,3.61E+14
1147,6th Ave & 49th St at NE corner,B-D-F-M,-73.980594,40.759301,3.61E+14
1148,6th Ave & 49th St at NW corner,B-D-F-M,-73.981035,40.759414,3.61E+14
1149,6th Ave & 49th St at SE corner,B-D-F-M-7,-73.980788,40.758996,3.61E+14
1150,6th Ave & 42nd St at SW corner,B-D-F-M-7,-73.984627,40.754849,3.61E+14
1151,6th Ave & 42nd St at SE corner,B-D-F-M-7,-73.983894,40.754609,3.61E+14
1152,,B-D-F-M-N-Q-R,-73.988159,40.749615,3.61E+14
1153,Broadway & 34th St at SW corner,B-D-F-M-N-Q-R,-73.988254,40.749845,3.61E+14
1154,Broadway & 34th St at NW corner,B-D-F-M-N-Q-R,-73.988142,40.750088,3.61E+14
1155,6th Ave & 23rd St at SE corner,F-M,-73.992489,40.742659,3.61E+14
1156,6th Ave & 23rd St at SE corner,F-M,-73.992617,40.742715,3.61E+14
1157,6th Ave & 23rd St at NE corner,F-M,-73.992506,40.74288,3.61E+14
1158,6th Ave & 23rd St at NE corner,F-M,-73.992383,40.742825,3.61E+14
1159,6th Ave & 14th St at SW corner,F-L-M-1-2-3,-73.99722,40.737423,3.61E+14
1160,6th Ave & 14th St at NW corner,F-L-M-1-2-3,-73.997111,40.737572,3.61E+14
1161,6th Ave & 14th St at NW corner,F-L-M-1-2-3,-73.99697,40.737519,3.61E+14
1162,6th Ave & 14th St at SW corner,F-L-M-1-2-3,-73.997079,40.73737,3.61E+14
1163,Broadway & Houston St at NE corner,B-D-F-M-6,-73.996583,40.725202,3.61E+14
1164,Broadway & Houston St at SE corner,B-D-F-M-6,-73.996387,40.725499,3.61E+14
1165,Chrystie St & Grand St at NE corner,B-D,-73.993452,40.718155,3.61E+14
1166,Chrystie St & Grand St at NE corner,B-D,-73.993577,40.718191,3.61E+14
1167,Chrystie St & Grand St at NW corner,B-D,-73.993877,40.718265,3.61E+14
1168,Allen St & Houston St at SW corner,F,-73.988942,40.722807,3.61E+14
1169,1st Ave & Houston St at NW corner,F,-73.988863,40.7232,3.61E+14
1170,Essex St & Delancey St at NW corner,F-J-M-Z,-73.988233,40.718781,3.61E+14
1171,Essex St & Delancey St at NE corner,F-J-M-Z,-73.987961,40.718778,3.61E+14
1172,Rutgers St & Madison Ave at NW corner,F,-73.990126,40.712727,3.61E+14
1173,Jay St & York St at SW corner,F,-73.986655,40.70138,3.60E+14
1174,Smith St & Bergen St at SE corner,F-G,-73.990362,40.686584,3.60E+14
1175,Smith St & Bergen St at NE corner,F-G,-73.990269,40.686727,3.60E+14
1176,Smith St & 2nd St at NW corner,F-G,-73.995698,40.679299,3.60E+14
1177,Smith St & 2nd St at SE corner,F-G,-73.995288,40.679344,3.60E+14
1178,Smith St & 9th St at NE corner,F-G-R,-73.997505,40.674725,3.60E+14
1179,4th Ave & 10th St at NW corner,F,-73.989442,40.669953,3.60E+14
1180,4th Ave & 10th St at NW corner,F,-73.989248,40.67001,3.60E+14
1181,8th Ave & 9th St at NE corner,F,-73.979007,40.665835,3.60E+14
1182,8th Ave & 9th St at SE corner,F,-73.979278,40.665494,3.60E+14
1183,8th Ave & 9th St at SW corner,F,-73.979509,40.665593,3.60E+14
1184,8th Ave & 9th St at NW corner,F,-73.979181,40.665993,3.60E+14
1185,7th Ave & 9th St at SE corner,F,-73.981624,40.666649,3.60E+14
1186,7th Ave & 9th St at NE corner,F,-73.981331,40.667004,3.60E+14
1187,7th Ave & 9th St at SW corner,F,-73.981851,40.666751,3.60E+14
1188,7th Ave & 9th St at NW corner,F,-73.981716,40.667112,3.60E+14
1189,Howard Pl & Windsor Pl at NE corner,F,-73.979951,40.659436,3.60E+14
1190,Prospect Park West & 16th St at NE corner,F,-73.979787,40.660198,3.60E+14
1191,Prospect Ave & Greenwood Ave at NE corner,F,-73.976076,40.651834,3.60E+14
1192,Prospect Ave & Greenwood Ave at NW corner,F,-73.975596,40.651608,3.60E+14
1193,Prospect Ave & Reeve Pl at SE corner,F,-73.975901,40.652665,3.60E+14
1194,McDonald Ave & Church Ave at SW corner,F,-73.979579,40.642571,3.60E+14
1195,McDonald Ave & Church Ave at SE corner,F,-73.97926,40.642692,3.60E+14
1196,McDonald Ave & Church Ave at NE corner,F,-73.979342,40.643147,3.60E+14
1197,McDonald Ave & Church Ave at NW corner,F,-73.97966,40.643006,3.60E+14
1198,McDonald Ave & Ditmas Ave at SW corner,F,-73.978289,40.635434,3.60E+14
1199,McDonald Ave & Ditmas Ave at SE corner,F,-73.977914,40.635389,3.60E+14
1200,LIRR Bay Ridge Divide & Wilson Ave at NW corner,L,-73.904741,40.688805,3.60E+14
1201,De Sales Pl & Bushwick Ave at NW corner,L,-73.905149,40.6823,3.60E+14
1202,Snediker Ave & New York Ave at SW corner,L,-73.902612,40.67538,3.60E+14
1203,Snediker Ave & New York Ave at SW corner,L,-73.902767,40.675609,3.60E+14
1204,Snediker Ave & New York Ave at SW corner,L,-73.902672,40.675607,3.60E+14
1205,LIRR Bay Ridge Divide & Sutter Ave at NW corner,L,-73.901765,40.668527,3.60E+14
1206,Van Sinderen Ave & Livonia Ave at SW corner,L,-73.900522,40.663742,3.60E+14
1207,Van Sinderen Ave & New Lots Ave at SW corner,L,-73.899409,40.659041,3.60E+14
1208,Turnbull Ave & E 105th St at SE corner,L,-73.899191,40.651462,3.60E+14
1209,Turnbull Ave & E 105th St at SE corner,L,-73.898862,40.651278,3.60E+14
1210,Glenwood Rd & Rockaway Pkwy at NW corner,L,-73.902524,40.64556,3.60E+14
1211,Glenwood Rd & Rockaway Pkwy at NW corner,L,-73.902524,40.64556,3.60E+14
1212,Glenwood Rd & E 98th St at NW corner,L,-73.901414,40.645806,3.60E+14
1213,Franklin Ave & Fulton St at SW corner,A-FS,-73.95584,40.681051,3.60E+14
1214,Franklin Ave & Park Pl at NW corner,FS,-73.957932,40.674516,3.60E+14
1215,Franklin Ave & Park Pl at NW corner,FS,-73.957591,40.675208,3.60E+14
1216,Franklin Ave & Eastern Pkwy at SW corner,FS-2-3-4-5,-73.959093,40.670588,3.60E+14
1217,Broadway & 207th St at NW corner,A,-73.921234,40.867892,3.61E+14
1218,Broadway & 207th St at SW corner,A,-73.921431,40.867799,3.61E+14
1219,Broadway & 207th St at SE corner,A,-73.92133,40.867512,3.61E+14
1220,Broadway & 207th St at SW corner,A,-73.920949,40.867653,3.61E+14
1221,Broadway & Dyckman St at NW corner,A,-73.927266,40.865758,3.61E+14
1222,Broadway & Dyckman St at NW corner,A,-73.927172,40.865744,3.61E+14
1223,Broadway & Dyckman St at SW corner,A,-73.928059,40.865362,3.61E+14
1224,Fort Washington Ave & 192nd St at NW corner,A,-73.932702,40.858899,3.61E+14
1225,Fort Washington Ave & Margaret Corbin Dr at SE corner,A,-73.934226,40.858886,3.61E+14
1226,Hudson Blvd East between 33rd St & 34th St (north entrance),7,-74.00092353,40.75497493,3.61E+14
1227,Hudson Blvd East between 33rd St & 34th St (south entrance),7,-74.00098159,40.75489826,3.61E+14
