,LAW_CAT_CD,Latitude,Longitude
2787,VIOLATION,40.596943956,-73.95094296
2794,VIOLATION,40.810540222,-73.947978665
2798,VIOLATION,40.638277091999996,-73.920268058
2804,VIOLATION,40.790007322,-73.94889393
2815,VIOLATION,40.638984176,-74.171252305
2839,VIOLATION,40.839914838,-73.864413554
2840,VIOLATION,40.711389864000004,-74.000106051
2845,VIOLATION,40.634251288,-74.086222444
2846,VIOLATION,40.793054127,-73.973955359
2849,VIOLATION,40.706357328,-73.92250219600001
2855,VIOLATION,40.830575560999996,-73.917779174
2856,VIOLATION,40.66142218,-73.92181910800001
2860,VIOLATION,40.759148724,-73.964901161
2874,VIOLATION,40.768310811,-73.957181437
2880,VIOLATION,40.845455107,-73.888860515
2881,VIOLATION,40.612107891,-73.955041363
2883,VIOLATION,40.752510433000005,-73.823091706
2891,VIOLATION,40.894634176,-73.858395352
2894,VIOLATION,40.826490017,-73.94849012600001
2905,VIOLATION,40.806309147,-73.921222692
2907,VIOLATION,40.75992938,-73.830313069
2908,VIOLATION,40.736435957,-73.956913245
2909,VIOLATION,40.756513734,-73.93860363600001
2910,VIOLATION,40.808374236,-73.926996358
2919,VIOLATION,40.699516761,-73.921604934
2922,VIOLATION,40.816004512,-73.941319728
2925,VIOLATION,40.823117640999996,-73.824114397
2927,VIOLATION,40.691894911,-73.80596886800001
2934,VIOLATION,40.76229871,-73.98610723
2938,VIOLATION,40.663500786,-73.889358316
2941,VIOLATION,40.705482701,-74.009956075
2942,VIOLATION,40.705482701,-74.009956075
2943,VIOLATION,40.656607621,-73.958276696
2945,VIOLATION,40.656607621,-73.958276696
2951,VIOLATION,40.854753119,-73.89356235300001
2952,VIOLATION,40.762234770999996,-73.968188083
2968,VIOLATION,40.831500620999996,-73.867704608
2978,VIOLATION,40.672046365,-73.756357575
2985,VIOLATION,40.696738781,-73.831707245
2989,VIOLATION,40.814508157,-73.959312086
2992,VIOLATION,40.593708708,-73.78614414
3025,VIOLATION,40.759485575999996,-73.98816172
3029,VIOLATION,40.727540029000004,-73.999409745
3043,VIOLATION,40.702482133000004,-73.799922252
3059,VIOLATION,40.653866853000004,-73.94217952300001
3060,VIOLATION,40.667660145,-73.742473801
3063,VIOLATION,40.68354911,-73.988496094
3068,VIOLATION,40.722602826999996,-73.951146298
3070,VIOLATION,40.719813518,-73.822218892
3076,VIOLATION,40.836288335,-73.927489736
3080,VIOLATION,40.589920095,-73.78869103699999
3092,VIOLATION,40.74532797,-73.715189658
3104,VIOLATION,40.693783906,-73.895225706
3111,VIOLATION,40.672163686,-73.766609655
3132,VIOLATION,40.828473961,-73.918981425
3138,VIOLATION,40.773650293,-73.959856952
3142,VIOLATION,40.734676889,-73.858168775
3143,VIOLATION,40.858133081999995,-73.931362921
3149,VIOLATION,40.761864910999996,-73.98507852600001
3152,VIOLATION,40.757839003,-73.99121211100001
3162,VIOLATION,40.717107193000004,-73.998590962
3182,VIOLATION,40.656901364,-73.913906144
3183,VIOLATION,40.609252282,-73.980938435
3184,VIOLATION,40.656901364,-73.913906144
3200,VIOLATION,40.817432855999996,-73.89021154
3210,VIOLATION,40.810275452,-73.925621548
3217,VIOLATION,40.663382884,-73.886665968
3232,VIOLATION,40.688870953,-73.792268187
3270,VIOLATION,40.861063085,-73.893447414
3289,VIOLATION,40.75217873,-73.750628905
3295,VIOLATION,40.660542773,-73.893172991
3296,VIOLATION,40.820242163,-73.946562023
3299,VIOLATION,40.864136085,-73.91918021
3312,VIOLATION,40.586231405,-73.816011121
3316,VIOLATION,40.667533426999995,-73.86424849
3317,VIOLATION,40.576124128000004,-73.99982505
3318,VIOLATION,40.680532241,-73.915357458
3332,VIOLATION,40.829640499,-73.915211145
3354,VIOLATION,40.835784572,-73.944623378
3371,VIOLATION,40.742736825,-73.954108767
3374,VIOLATION,40.576228423,-73.998766718
3379,VIOLATION,40.815669883000005,-73.936565681
3384,VIOLATION,40.583810715,-74.156000848
3394,VIOLATION,40.670340357,-73.883373731
3398,VIOLATION,40.698392534,-73.932010625
3406,VIOLATION,40.830588381999995,-73.943699024
3409,VIOLATION,40.668196705999996,-73.897828865
3436,VIOLATION,40.651187564000004,-73.901285746
3439,VIOLATION,40.586262921999996,-73.989196907
3453,VIOLATION,40.716344152,-74.001253193
3458,VIOLATION,40.687492038,-73.979174482
3462,VIOLATION,40.851920586999995,-73.938938494
3468,VIOLATION,40.707239816,-73.792726726
3476,VIOLATION,40.826405951,-73.92115554
3511,VIOLATION,40.870700664,-73.914352487
3546,VIOLATION,40.736874935,-74.001278839
3559,VIOLATION,40.682910305,-73.950082901
3561,VIOLATION,40.86651335,-73.85285484100001
3573,VIOLATION,40.657678426,-73.926166515
3585,VIOLATION,40.734777111,-73.936859188
3592,VIOLATION,40.678180344,-73.80499208
3599,VIOLATION,40.752833865,-73.79012691
3601,VIOLATION,40.882248274,-73.83818467
3605,VIOLATION,40.827075425,-73.862405403
3609,VIOLATION,40.599119901,-73.993735693
3614,VIOLATION,40.644377079,-73.95886810100001
3622,VIOLATION,40.831241989,-73.872012498
3623,VIOLATION,40.831241989,-73.872012498
3628,VIOLATION,40.601159958000004,-73.75670987699999
3630,VIOLATION,40.752394681,-73.867735384
3646,VIOLATION,40.828513113,-73.89594221
3688,VIOLATION,40.645929761,-73.879510168
3693,VIOLATION,40.643647334,-73.952688708
3707,VIOLATION,40.755593804,-73.831082103
3712,VIOLATION,40.581431419,-73.960912094
3713,VIOLATION,40.804384045999996,-73.937421669
3721,VIOLATION,40.769923083,-73.952985302
3725,VIOLATION,40.741557019,-73.989575907
3738,VIOLATION,40.659144599,-73.960542179
3739,VIOLATION,40.603508948000005,-73.996429009
3763,VIOLATION,40.828473961,-73.918981425
3770,VIOLATION,40.689439016,-73.985220937
3778,VIOLATION,40.850449563000005,-73.885125504
3779,VIOLATION,40.809723613,-73.925390972
3785,VIOLATION,40.683382832,-73.966379653
3790,VIOLATION,40.715830826,-73.746075374
3791,VIOLATION,40.582301992,-74.168936095
3803,VIOLATION,40.644346735999996,-73.903551624
3814,VIOLATION,40.706327798000004,-74.012881312
3819,VIOLATION,40.827793974,-73.89900387
3821,VIOLATION,40.677012634,-73.78142817300001
3825,VIOLATION,40.581062562,-74.162377294
3826,VIOLATION,40.581062562,-74.162377294
3834,VIOLATION,40.634475521999995,-73.992701943
3842,VIOLATION,40.879329016999996,-73.902744276
3847,VIOLATION,40.850660186999995,-73.908920209
3849,VIOLATION,40.663098356999996,-73.999341828
3851,VIOLATION,40.84690304,-73.920542096
3853,VIOLATION,40.879329016999996,-73.902744276
3857,VIOLATION,40.681858653,-73.99239029399999
3860,VIOLATION,40.754586316,-73.92806954699999
3896,VIOLATION,40.813088658000005,-73.95797991100001
3897,VIOLATION,40.848953733,-73.906432134
3898,VIOLATION,40.84898684,-73.89696924100001
3904,VIOLATION,40.54633846,-74.151976973
3915,VIOLATION,40.695487442,-73.910329446
3916,VIOLATION,40.861337297,-73.857591368
3917,VIOLATION,40.761379179,-73.827006425
3918,VIOLATION,40.666929371,-73.895610331
3921,VIOLATION,40.866062945,-73.91929717800001
3928,VIOLATION,40.735667088,-73.993870805
3943,VIOLATION,40.593760536,-73.980298328
3951,VIOLATION,40.836212863,-73.853709673
3952,VIOLATION,40.656278721999996,-73.888797243
3960,VIOLATION,40.729295841,-73.904911582
3961,VIOLATION,40.682398289,-73.840079369
3972,VIOLATION,40.637181453000004,-74.138160747
3976,VIOLATION,40.705884117,-73.896631363
3982,VIOLATION,40.628957222,-74.01860894100001
3996,VIOLATION,40.724800731,-73.997317247
4000,VIOLATION,40.68195166,-73.97239070399999
4007,VIOLATION,40.652569874,-73.934378226
4008,VIOLATION,40.683094245,-73.82782245199999
4009,VIOLATION,40.720481967,-73.960484222
4013,VIOLATION,40.882709833,-73.89272561199999
4025,VIOLATION,40.723441941,-74.006177866
4026,VIOLATION,40.836456575,-73.902521453
4034,VIOLATION,40.82632482,-73.84012009199999
4036,VIOLATION,40.82632482,-73.84012009199999
4037,VIOLATION,40.63968673,-74.077441276
4039,VIOLATION,40.590235749,-73.966448148
4046,VIOLATION,40.7522284,-73.97192485800001
4047,VIOLATION,40.836105283,-73.938382023
4051,VIOLATION,40.601904692,-73.982388195
4058,VIOLATION,40.585998485,-74.151782805
4064,VIOLATION,40.632504482,-74.02736835
4071,VIOLATION,40.828873725,-73.90680364800001
4074,VIOLATION,40.706490351,-73.76014869
4075,VIOLATION,40.594872353,-73.940815501
4079,VIOLATION,40.640751034000004,-74.086108333
4080,VIOLATION,40.646597277,-73.925458064
4088,VIOLATION,40.837237745,-73.915046065
4098,VIOLATION,40.847829076,-73.830106916
4106,VIOLATION,40.547020118,-74.19004751199999
4112,VIOLATION,40.749110765,-73.99200726699999
4114,VIOLATION,40.655762174,-73.958125854
4119,VIOLATION,40.755667508,-73.948046783
4121,VIOLATION,40.825278564,-73.897587682
4126,VIOLATION,40.595237595,-73.763735027
4131,VIOLATION,40.810772766999996,-73.95259159
4132,VIOLATION,40.672612574,-73.95163714
4150,VIOLATION,40.823651491,-73.927210839
4152,VIOLATION,40.613390348,-73.902803958
4153,VIOLATION,40.813911970999996,-73.827841674
4159,VIOLATION,40.826036871999996,-73.878580626
4163,VIOLATION,40.75015706,-73.813678007
4168,VIOLATION,40.655496694,-73.960281241
4173,VIOLATION,40.828076123,-73.936770657
4174,VIOLATION,40.671988148000004,-73.92377502
4189,VIOLATION,40.642465784,-74.07951642399999
4191,VIOLATION,40.605221191,-73.988599621
4196,VIOLATION,40.806273836,-73.951800108
4199,VIOLATION,40.762496709000004,-73.962975353
4205,VIOLATION,40.742413791,-73.866892705
4216,VIOLATION,40.586639270999996,-73.955980192
4247,VIOLATION,40.857744098000005,-73.915927239
4253,VIOLATION,40.82261237,-73.862288173
4262,VIOLATION,40.607721011,-73.983013317
4265,VIOLATION,40.849376385999996,-73.913422086
4268,VIOLATION,40.867432016,-73.89181745
4290,VIOLATION,40.703824542,-74.013151327
4292,VIOLATION,40.822198205999996,-73.869619968
4305,VIOLATION,40.561750773,-74.126959437
4307,VIOLATION,40.684616294,-73.918932657
4314,VIOLATION,40.614782068000004,-74.083049279
4323,VIOLATION,40.8623229,-73.869407542
4324,VIOLATION,40.667492429,-73.88181427100001
4325,VIOLATION,40.840514993,-73.854629031
4327,VIOLATION,40.83655923,-73.914273566
4338,VIOLATION,40.823387290999996,-73.87017045
4341,VIOLATION,40.687598865,-73.82628917699999
4372,VIOLATION,40.750430768,-73.989282176
