,LAW_CAT_CD,Latitude,Longitude
144772,VIOLATION,40.813710246,-73.923182807
144775,VIOLATION,40.681912855,-73.961516608
144776,VIOLATION,40.766624489,-73.986662276
144777,VIOLATION,40.815390930999996,-73.909326134
144779,VIOLATION,40.695639651,-73.908425158
144786,VIOLATION,40.675400861,-73.89381614
144794,VIOLATION,40.670681871999996,-73.949035826
144802,VIOLATION,40.654223423000005,-73.911563409
144809,VIOLATION,40.595043561,-73.785142445
144814,VIOLATION,40.617194055,-74.010674104
144818,VIOLATION,40.838352172,-73.850347603
144824,VIOLATION,40.839846072,-73.861974218
144835,VIOLATION,40.878322581999996,-73.870149968
144836,VIOLATION,40.650233035,-73.94273044399999
144837,VIOLATION,40.850260976,-73.88874043199999
144841,VIOLATION,40.638006186,-73.958191042
144842,VIOLATION,40.770956301999995,-73.90570052
144845,VIOLATION,40.650233035,-73.94273044399999
144848,VIOLATION,40.852045557,-73.931745131
144849,VIOLATION,40.65329047,-73.838541787
144850,VIOLATION,40.671254456999996,-73.926713851
144861,VIOLATION,40.712130687,-73.992228127
144866,VIOLATION,40.824439880999996,-73.923972552
144876,VIOLATION,40.620095742,-74.16089091
144877,VIOLATION,40.612506806,-74.166372465
144888,VIOLATION,40.811986508000004,-73.947576544
144891,VIOLATION,40.599403634,-74.127308312
144893,VIOLATION,40.831240768,-73.91917319
144897,VIOLATION,40.825311778,-73.875546821
144902,VIOLATION,40.52809493,-74.23707729600001
144906,VIOLATION,40.600470222,-73.973583941
144915,VIOLATION,40.712411497,-73.8262173
144929,VIOLATION,40.716310699,-74.010967745
144937,VIOLATION,40.633853368000004,-74.129942888
144952,VIOLATION,40.623848889,-74.081979859
144963,VIOLATION,40.652286628,-73.88758578699999
144967,VIOLATION,40.765024079,-73.98483595
144972,VIOLATION,40.702334895999996,-73.789694407
144981,VIOLATION,40.714801598,-73.772351022
144986,VIOLATION,40.861377184,-73.90095931
145020,VIOLATION,40.828837362,-73.90265547199999
145044,VIOLATION,40.70375618,-73.898885218
145073,VIOLATION,40.627555991,-74.144434463
145078,VIOLATION,40.83469937,-73.942495779
145093,VIOLATION,40.755273605,-73.888159147
145096,VIOLATION,40.753738964,-73.885039623
145105,VIOLATION,40.683311341999996,-73.917268478
145106,VIOLATION,40.657757888,-73.951774054
145119,VIOLATION,40.637624716,-73.945249009
145136,VIOLATION,40.742693211,-73.895654021
145140,VIOLATION,40.815267178,-73.920135503
145155,VIOLATION,40.622913399999995,-73.936082447
145159,VIOLATION,40.702978271,-73.903964514
145169,VIOLATION,40.756642041999996,-73.988371577
145186,VIOLATION,40.777026188,-73.922087777
145205,VIOLATION,40.671743886,-73.972575176
145216,VIOLATION,40.663849399,-73.919055216
145220,VIOLATION,40.822082527,-73.890330326
145239,VIOLATION,40.748407601,-73.986543214
145242,VIOLATION,40.757578112,-73.989544524
145243,VIOLATION,40.858100827,-73.901914941
145249,VIOLATION,40.667086919,-73.89993209100001
145254,VIOLATION,40.777850983,-73.955749088
145259,VIOLATION,40.648335283,-74.08556676100001
145262,VIOLATION,40.698078486,-73.94531477
145278,VIOLATION,40.673245965,-73.964989625
145279,VIOLATION,40.673245965,-73.964989625
145286,VIOLATION,40.812783376,-73.909239373
145288,VIOLATION,40.873221749,-73.86669955800001
145299,VIOLATION,40.649790045,-73.935505327
145307,VIOLATION,40.675936769,-73.872829682
145321,VIOLATION,40.695770093,-73.978252309
145324,VIOLATION,40.657297344,-73.95318000399999
145339,VIOLATION,40.674128669,-73.898389377
145366,VIOLATION,40.633217286,-73.92258713
145376,VIOLATION,40.643110191999995,-73.932387654
145389,VIOLATION,40.817004686,-73.899237011
145391,VIOLATION,40.589251811,-74.06765791
145409,VIOLATION,40.87349218,-73.883237988
145442,VIOLATION,40.611828478,-73.999526017
145450,VIOLATION,40.613724029000004,-74.084820045
145454,VIOLATION,40.889620218000005,-73.82847384600001
145459,VIOLATION,40.577904067,-73.96010058899999
145460,VIOLATION,40.598513439,-74.00274177899999
145468,VIOLATION,40.704417976,-73.943408842
145483,VIOLATION,40.610899821,-74.138347664
145508,VIOLATION,40.663808534,-73.75344278
145519,VIOLATION,40.681888099,-73.812992619
145522,VIOLATION,40.692620549000004,-73.81663348800001
145526,VIOLATION,40.637053606,-74.082637425
145555,VIOLATION,40.827662546,-73.920449444
145565,VIOLATION,40.677584695,-73.94838521300001
145570,VIOLATION,40.720441888,-74.006743974
145590,VIOLATION,40.64760567,-73.883719777
145642,VIOLATION,40.742833788,-73.99842802399999
145646,VIOLATION,40.720842419,-73.736149821
145661,VIOLATION,40.723831735,-73.99456458
145663,VIOLATION,40.834741349,-73.860065901
145703,VIOLATION,40.671361545,-73.886245057
145720,VIOLATION,40.76080422,-73.950999158
145724,VIOLATION,40.679214691,-73.870955869
145730,VIOLATION,40.70669645,-73.950025414
145732,VIOLATION,40.842979335,-73.914579729
145744,VIOLATION,40.666434649,-73.78455923
145748,VIOLATION,40.608461244000004,-74.082436361
145757,VIOLATION,40.696205265,-73.98868504100001
145768,VIOLATION,40.744506549,-73.98110905600001
145769,VIOLATION,40.743525027,-73.972870423
145773,VIOLATION,40.649722028,-73.895280484
145774,VIOLATION,40.653227933000004,-73.912696361
145775,VIOLATION,40.823642532,-73.917953946
145777,VIOLATION,40.669788059,-73.958293685
145779,VIOLATION,40.76229871,-73.98610723
145780,VIOLATION,40.645569898000005,-74.008051686
145783,VIOLATION,40.657474543,-73.950289348
145802,VIOLATION,40.672730058,-73.920922633
145805,VIOLATION,40.689635208,-73.763057985
145812,VIOLATION,40.621259416,-73.993693992
145813,VIOLATION,40.686314959,-73.843985785
145827,VIOLATION,40.612506806,-74.166372465
145829,VIOLATION,40.875986692,-73.90359169199999
145830,VIOLATION,40.710118447,-73.75729330899999
145836,VIOLATION,40.847989351,-73.859470558
145841,VIOLATION,40.641797357,-73.981494858
145852,VIOLATION,40.712889645,-73.98078255
145855,VIOLATION,40.889463037,-73.841396855
145858,VIOLATION,40.712256358000005,-73.961791267
145859,VIOLATION,40.646724532,-73.95340724100001
145861,VIOLATION,40.65612899,-73.924049029
145879,VIOLATION,40.778805016,-73.982059779
145880,VIOLATION,40.705375638,-73.823743377
145881,VIOLATION,40.850449563000005,-73.885125504
145905,VIOLATION,40.661364855,-73.900859788
145915,VIOLATION,40.710921886,-73.960262645
145917,VIOLATION,40.634491901,-74.118151787
145924,VIOLATION,40.70998449,-73.99644134399999
145938,VIOLATION,40.687565563,-73.938951976
145954,VIOLATION,40.672516084,-73.925205588
145964,VIOLATION,40.690661195,-73.93807289600001
145976,VIOLATION,40.57557363,-73.981203625
145977,VIOLATION,40.665136405,-73.907724493
145978,VIOLATION,40.644539232,-73.93543473
145993,VIOLATION,40.824264784,-73.887692713
145994,VIOLATION,40.674065035,-73.759562313
145999,VIOLATION,40.610337238,-73.93695887300001
146000,VIOLATION,40.799645073,-73.94510492100001
146018,VIOLATION,40.710785956,-73.78964249399999
146019,VIOLATION,40.710785956,-73.78964249399999
146023,VIOLATION,40.713063941,-74.00722658699999
146028,VIOLATION,40.803933793,-73.919535047
146030,VIOLATION,40.70607933,-73.800813152
146032,VIOLATION,40.703824542,-74.013151327
146041,VIOLATION,40.816583405,-73.95274279899999
146043,VIOLATION,40.84783644,-73.89354089
146049,VIOLATION,40.598774225,-74.00073964100001
146050,VIOLATION,40.689797334,-73.977518653
146052,VIOLATION,40.703366577,-73.80671451399999
146053,VIOLATION,40.646835893,-73.950592767
146065,VIOLATION,40.696025683,-73.967913142
146066,VIOLATION,40.85502101,-73.881199099
146067,VIOLATION,40.732175858000005,-73.95627734899999
146087,VIOLATION,40.619854444,-73.933859263
146091,VIOLATION,40.733883033000005,-74.005428311
146094,VIOLATION,40.755076151,-73.978680519
146097,VIOLATION,40.689869978000004,-73.931932773
146104,VIOLATION,40.597195424,-73.762781058
146105,VIOLATION,40.597195424,-73.762781058
146106,VIOLATION,40.689969638,-73.73876368100001
146109,VIOLATION,40.77269811,-73.960554331
146114,VIOLATION,40.598513439,-74.00274177899999
146116,VIOLATION,40.597270615,-73.951007536
146119,VIOLATION,40.655435161,-73.929297308
146122,VIOLATION,40.687014209000004,-73.805680186
146129,VIOLATION,40.687014209000004,-73.805680186
146143,VIOLATION,40.834316256,-73.909958042
146145,VIOLATION,40.642052522,-73.930828487
146146,VIOLATION,40.727484623,-73.892780656
146160,VIOLATION,40.760956654,-73.932239155
146161,VIOLATION,40.755700355,-73.923307454
146174,VIOLATION,40.672789843000004,-73.773651622
146178,VIOLATION,40.821500958,-73.920890373
146184,VIOLATION,40.751449824,-73.976050545
146186,VIOLATION,40.692204158,-73.94422696
146190,VIOLATION,40.756043535,-73.986949544
146196,VIOLATION,40.5945994,-74.07940541
146203,VIOLATION,40.604078961999996,-73.754725736
146211,VIOLATION,40.744260769,-73.873998454
146227,VIOLATION,40.644752079,-74.087241382
146234,VIOLATION,40.670666272,-73.95797590800001
146238,VIOLATION,40.844884054,-73.891583044
146246,VIOLATION,40.586355509,-73.931433423
146251,VIOLATION,40.638881198,-73.943940035
146254,VIOLATION,40.873097888000004,-73.901947057
146259,VIOLATION,40.815929553000004,-73.945167357
146265,VIOLATION,40.760780656,-73.984465113
146269,VIOLATION,40.675448798000005,-73.984384043
146286,VIOLATION,40.855274094,-73.928477587
146287,VIOLATION,40.691790755,-73.778671609
146289,VIOLATION,40.723694496,-74.005452735
146291,VIOLATION,40.624314391999995,-73.933271261
146326,VIOLATION,40.682119702,-73.964595574
146328,VIOLATION,40.682074981,-73.98676571600001
146329,VIOLATION,40.65961228,-73.842916493
146341,VIOLATION,40.704731996,-73.940187784
146344,VIOLATION,40.820981508,-73.89283957100001
146352,VIOLATION,40.724723754,-74.005968733
146353,VIOLATION,40.620163204,-73.92700768600001
146355,VIOLATION,40.649293461999996,-73.89791186800001
146357,VIOLATION,40.738548816,-73.955334948
146358,VIOLATION,40.748087928000004,-73.78404975699999
146359,VIOLATION,40.715134608,-73.851962556
146361,VIOLATION,40.691319735,-73.990441984
146367,VIOLATION,40.63635464,-74.13168081
146373,VIOLATION,40.801643189,-73.96645357
146374,VIOLATION,40.739929775,-73.916498106
146380,VIOLATION,40.811130194,-73.936714506
146386,VIOLATION,40.682680517,-73.926023458
146388,VIOLATION,40.58262179,-74.16225148
146389,VIOLATION,40.58262179,-74.16225148
146393,VIOLATION,40.661095016,-73.913406937
146395,VIOLATION,40.633772314,-73.905051291
146399,VIOLATION,40.680744612,-73.91675969399999
146408,VIOLATION,40.639313521999995,-74.03046627
146409,VIOLATION,40.621926506,-74.00396029699999
146410,VIOLATION,40.621926506,-74.00396029699999
146412,VIOLATION,40.861186817,-73.90635708
146416,VIOLATION,40.669874185,-73.881121529
146419,VIOLATION,40.720450333,-73.97491448
146423,VIOLATION,40.844502991999995,-73.936350245
146425,VIOLATION,40.604840985,-73.756822509
146430,VIOLATION,40.604840985,-73.756822509
146433,VIOLATION,40.821816960999996,-73.951243279
146437,VIOLATION,40.82705345,-73.916883805
146454,VIOLATION,40.786944463000005,-73.943573426
146459,VIOLATION,40.644398399,-73.87972914
146461,VIOLATION,40.766206245,-73.979546975
146465,VIOLATION,40.759116616,-73.926054078
146468,VIOLATION,40.738560221,-73.99968389600001
146475,VIOLATION,40.828772936,-73.941312081
146493,VIOLATION,40.760399690999996,-73.989345547
146557,VIOLATION,40.755539692,-73.815489341
146560,VIOLATION,40.514921815,-74.242662672
146573,VIOLATION,40.648335283,-74.08556676100001
146577,VIOLATION,40.725190503,-73.998121775
146580,VIOLATION,40.695864034,-73.981822445
146586,VIOLATION,40.633620746999995,-73.911165573
146595,VIOLATION,40.837361021999996,-73.941073216
146599,VIOLATION,40.853598367,-73.900576881
146610,VIOLATION,40.831543439,-73.862081781
146623,VIOLATION,40.619648829,-74.03409542600001
146633,VIOLATION,40.862184568,-73.92314489399999
146637,VIOLATION,40.842334005,-73.926030249
146671,VIOLATION,40.653684258,-73.957810011
146711,VIOLATION,40.887356035,-73.85902568
146715,VIOLATION,40.685707813,-73.828183483
146730,VIOLATION,40.871115998,-73.898518646
146751,VIOLATION,40.76795511,-73.982362342
146785,VIOLATION,40.693296657,-73.756442198
146794,VIOLATION,40.847681011,-73.897701384
146796,VIOLATION,40.870576425,-73.867189366
146805,VIOLATION,40.713989145999996,-73.998713673
146806,VIOLATION,40.90443086,-73.85254298699999
146807,VIOLATION,40.607492902,-73.914582106
146808,VIOLATION,40.689016177,-73.984135667
146809,VIOLATION,40.717221359,-73.744352954
146813,VIOLATION,40.674634399999995,-74.007712713
146816,VIOLATION,40.840415680999996,-73.910828006
146818,VIOLATION,40.598481698,-73.959684985
146822,VIOLATION,40.798618991,-73.952275183
146826,VIOLATION,40.646529505,-73.960333425
146829,VIOLATION,40.63403792,-73.960157103
146847,VIOLATION,40.815983501999995,-73.943212821
146854,VIOLATION,40.667872463,-73.914187571
146855,VIOLATION,40.823010048,-73.949237122
146860,VIOLATION,40.714025319,-73.913554607
146867,VIOLATION,40.614082976,-74.07794464
146871,VIOLATION,40.72400587,-73.980458256
146872,VIOLATION,40.759113636,-73.966904537
146880,VIOLATION,40.610899821,-74.138347664
146886,VIOLATION,40.879867934,-73.880391681
146888,VIOLATION,40.851963726,-73.932612741
146901,VIOLATION,40.900359775,-73.856324894
146902,VIOLATION,40.859861751,-73.894367581
146905,VIOLATION,40.74240439,-73.878242248
146912,VIOLATION,40.710718006,-73.793040543
146915,VIOLATION,40.636473066,-73.911792305
146918,VIOLATION,40.87126285,-73.917464917
146928,VIOLATION,40.641280049,-73.956394558
146932,VIOLATION,40.730698012,-73.854587165
146940,VIOLATION,40.859286427,-73.927800865
146942,VIOLATION,40.744758671,-73.978835393
146957,VIOLATION,40.621546779,-74.072672509
146958,VIOLATION,40.621546779,-74.072672509
146961,VIOLATION,40.807829365,-73.916803054
146965,VIOLATION,40.687237073,-73.922214321
146977,VIOLATION,40.64481289,-73.89670074899999
146978,VIOLATION,40.704417976,-73.943408842
146983,VIOLATION,40.854025815,-73.929389861
147003,VIOLATION,40.664515169,-73.906589923
147021,VIOLATION,40.57336276,-74.11517116
147035,VIOLATION,40.730438493,-74.000124123
147063,VIOLATION,40.800244326,-73.95339009
147107,VIOLATION,40.694491408000005,-73.96809418699999
147112,VIOLATION,40.664820721,-73.77453655
147113,VIOLATION,40.69970188,-73.915567539
147117,VIOLATION,40.768439616,-73.924675477
147127,VIOLATION,40.686591117,-73.879674675
147148,VIOLATION,40.735848104,-73.895996712
147149,VIOLATION,40.867770889,-73.884632791
147156,VIOLATION,40.682024412,-73.90363414
147157,VIOLATION,40.63301598,-73.94475559899999
147167,VIOLATION,40.800440927,-73.95093386399999
147168,VIOLATION,40.753036048,-73.88206675
147171,VIOLATION,40.853213886,-73.789918624
147178,VIOLATION,40.670599003,-73.87610586699999
147179,VIOLATION,40.577320336999996,-73.962822409
147180,VIOLATION,40.819817756999996,-73.955435761
147181,VIOLATION,40.657943282,-73.948879764
147190,VIOLATION,40.750098128000005,-73.881057775
147192,VIOLATION,40.829314525,-73.892894806
147199,VIOLATION,40.62798697,-74.004825271
147213,VIOLATION,40.777829446,-73.813571693
147219,VIOLATION,40.584105406,-73.932504991
147229,VIOLATION,40.876170861,-73.885840429
147248,VIOLATION,40.703121245,-73.806091278
147252,VIOLATION,40.705311783,-73.801385312
147256,VIOLATION,40.741444459,-73.989305273
147262,VIOLATION,40.711933313,-73.998226754
147263,VIOLATION,40.647774864,-73.958152488
147264,VIOLATION,40.859325234,-73.90552823
147265,VIOLATION,40.604136815,-73.757412084
147268,VIOLATION,40.80203233,-73.949682945
147275,VIOLATION,40.858744943000005,-73.865615133
147278,VIOLATION,40.81305566,-73.888018698
147279,VIOLATION,40.572778158,-73.996502643
147282,VIOLATION,40.823682942,-73.916891628
147290,VIOLATION,40.749681321,-73.987957741
147293,VIOLATION,40.68928311,-73.923982419
147294,VIOLATION,40.790746414000004,-73.950634042
147297,VIOLATION,40.86175979,-73.86661769
147299,VIOLATION,40.823876276,-73.891862968
147303,VIOLATION,40.668806093,-73.93112156699999
147307,VIOLATION,40.823876276,-73.891862968
147313,VIOLATION,40.746200068,-73.897669543
147323,VIOLATION,40.621162909,-73.988135817
147326,VIOLATION,40.838501539,-73.899500797
147335,VIOLATION,40.762452958000004,-73.82376921699999
147344,VIOLATION,40.671361545,-73.886245057
147352,VIOLATION,40.764774473,-73.986157253
147361,VIOLATION,40.646689846,-74.006887868
147364,VIOLATION,40.561865678000004,-73.91409699399999
147374,VIOLATION,40.692681179000004,-73.990914183
147377,VIOLATION,40.689095496,-73.870612218
147391,VIOLATION,40.816971676,-73.836822401
147403,VIOLATION,40.795814831,-73.937101065
147409,VIOLATION,40.88311992,-73.90332096899999
147417,VIOLATION,40.856235315,-73.885039598
147418,VIOLATION,40.782800942,-73.979599654
147451,VIOLATION,40.839205766,-73.901332033
147457,VIOLATION,40.636762182,-73.920576127
147460,VIOLATION,40.856765560999996,-73.900351634
147461,VIOLATION,40.813820375,-73.864054876
147470,VIOLATION,40.869667149,-73.89891858
147472,VIOLATION,40.829706895,-73.88701142
147480,VIOLATION,40.695259614,-73.84156312399999
147490,VIOLATION,40.660901484,-73.89522689100001
147494,VIOLATION,40.599344003,-73.983793268
147498,VIOLATION,40.87054946,-73.865236939
147499,VIOLATION,40.742112831,-73.858492167
147500,VIOLATION,40.733026618000004,-73.993567955
147510,VIOLATION,40.733312058,-73.99332256699999
147513,VIOLATION,40.658381415,-73.886184293
147528,VIOLATION,40.596256343,-73.77912870600001
147535,VIOLATION,40.811719399999994,-73.925970348
147547,VIOLATION,40.818568336999995,-73.927313946
147549,VIOLATION,40.748124119,-73.802694085
147550,VIOLATION,40.683516555,-73.884630663
147558,VIOLATION,40.804070078,-73.952419371
147562,VIOLATION,40.64514168,-73.90231447800001
147563,VIOLATION,40.594786154,-74.125470316
147571,VIOLATION,40.748055765,-73.90109168800001
147576,VIOLATION,40.691781253,-73.792731508
147579,VIOLATION,40.650242086999995,-73.913330927
147592,VIOLATION,40.684397035,-73.98656334
147602,VIOLATION,40.634179618000005,-74.02370129
147603,VIOLATION,40.664028825,-73.920511221
147604,VIOLATION,40.744353600000004,-73.986497118
147605,VIOLATION,40.744353600000004,-73.986497118
147606,VIOLATION,40.559096451,-74.116694072
147617,VIOLATION,40.832513725,-73.914546188
147620,VIOLATION,40.804384045999996,-73.937421669
147628,VIOLATION,40.717742701,-73.98279048100001
147630,VIOLATION,40.835577916999995,-73.908803531
147636,VIOLATION,40.741077159,-73.999709145
147640,VIOLATION,40.856737489000004,-73.882211835
147643,VIOLATION,40.693296657,-73.756442198
147645,VIOLATION,40.756642041999996,-73.988371577
147652,VIOLATION,40.769830291,-73.986192304
147653,VIOLATION,40.847916619,-73.903567314
147654,VIOLATION,40.816562276,-73.919545068
147677,VIOLATION,40.78295023,-73.94803994
147678,VIOLATION,40.827693113,-73.899798965
147680,VIOLATION,40.884329296,-73.85732513
147682,VIOLATION,40.693402644,-73.919408798
147683,VIOLATION,40.71028914,-74.004113437
147692,VIOLATION,40.641985291,-74.075678318
147694,VIOLATION,40.726179140999996,-73.97731516399999
147700,VIOLATION,40.854120099,-73.888809888
147707,VIOLATION,40.699657504,-73.894996482
147716,VIOLATION,40.818974001,-73.856464473
147718,VIOLATION,40.820276273000005,-73.896009285
147724,VIOLATION,40.743445867,-74.001697587
147731,VIOLATION,40.664239422,-73.908425011
147736,VIOLATION,40.803253133000005,-73.912062542
147741,VIOLATION,40.639189875,-73.901022447
147745,VIOLATION,40.667573424000004,-73.907295766
147749,VIOLATION,40.798483162,-73.949147471
147753,VIOLATION,40.681378473,-73.748625823
147755,VIOLATION,40.891346727,-73.844021803
147756,VIOLATION,40.596743444,-74.07044177600001
147765,VIOLATION,40.735287465999996,-73.78027719100001
147770,VIOLATION,40.633086118,-73.90178449300001
147804,VIOLATION,40.726277629,-73.81536471
147813,VIOLATION,40.74928025,-73.904735084
147821,VIOLATION,40.868407122,-73.892607677
147831,VIOLATION,40.662461871,-73.736571776
147838,VIOLATION,40.721034458000005,-73.989312155
147859,VIOLATION,40.838805984000004,-73.869175427
147861,VIOLATION,40.87054946,-73.865236939
147875,VIOLATION,40.884843556,-73.85374009
147882,VIOLATION,40.66051961,-73.883452174
147889,VIOLATION,40.703701393,-73.82200218
147893,VIOLATION,40.644832399,-73.957999385
147896,VIOLATION,40.798193324,-73.967351028
147899,VIOLATION,40.747571174,-73.874212344
147921,VIOLATION,40.606664855,-73.756149603
147937,VIOLATION,40.675936769,-73.872829682
147954,VIOLATION,40.595265987,-73.755010164
147960,VIOLATION,40.655816617,-73.920769686
147965,VIOLATION,40.717376682,-73.939346736
147966,VIOLATION,40.829087545,-73.9135063
147969,VIOLATION,40.829609717,-73.946207606
147970,VIOLATION,40.624585973,-74.00836256
147982,VIOLATION,40.639416561,-73.956983093
147988,VIOLATION,40.834806765,-73.89596489
147990,VIOLATION,40.720927311,-73.901925616
148001,VIOLATION,40.7522284,-73.97192485800001
148010,VIOLATION,40.814508157,-73.959312086
148018,VIOLATION,40.830702032,-73.922039379
148036,VIOLATION,40.658381415,-73.886184293
148048,VIOLATION,40.856438397,-73.906251703
148058,VIOLATION,40.861186817,-73.90635708
148070,VIOLATION,40.812583588,-73.950928525
148078,VIOLATION,40.764256331,-73.97387276100001
148079,VIOLATION,40.72404577,-73.938070737
148083,VIOLATION,40.702482133000004,-73.799922252
148092,VIOLATION,40.822060225,-73.923996949
148095,VIOLATION,40.817975355,-73.918900273
148096,VIOLATION,40.847883646999996,-73.888314287
148108,VIOLATION,40.610578501999996,-74.06354126
148110,VIOLATION,40.722183568,-73.981786406
148111,VIOLATION,40.81133729,-73.91703348
148112,VIOLATION,40.8441566,-73.900605449
148113,VIOLATION,40.758142009000004,-73.910284807
148116,VIOLATION,40.693952828,-73.841364287
148123,VIOLATION,40.851568601,-73.90881414
148125,VIOLATION,40.792564565,-73.947017615
148140,VIOLATION,40.835984872,-73.917053338
148145,VIOLATION,40.621345911,-74.131856525
148146,VIOLATION,40.758501457,-73.93960167
148175,VIOLATION,40.812783376,-73.909239373
148198,VIOLATION,40.71845417,-73.937105529
148260,VIOLATION,40.732639780999996,-74.00115968600001
148264,VIOLATION,40.848106304,-73.900686295
148277,VIOLATION,40.718658885,-73.83770523
148279,VIOLATION,40.855016572,-73.909604683
148287,VIOLATION,40.836689797,-73.928667418
148292,VIOLATION,40.827115055,-73.88073944
148305,VIOLATION,40.681949179,-73.76949946
148321,VIOLATION,40.637488765,-73.971587598
148374,VIOLATION,40.717678776999996,-73.978111687
148383,VIOLATION,40.677282897,-73.94284782
148384,VIOLATION,40.732554328,-74.009252911
148400,VIOLATION,40.816985648,-73.847014071
148406,VIOLATION,40.718166662,-73.997930778
148416,VIOLATION,40.698392534,-73.932010625
148435,VIOLATION,40.604840985,-73.756822509
148436,VIOLATION,40.825258991999995,-73.92579269
148447,VIOLATION,40.695864034,-73.981822445
148448,VIOLATION,40.661820669,-73.94669974199999
148452,VIOLATION,40.844605868,-73.815227847
148465,VIOLATION,40.750028590999996,-73.85840317
148477,VIOLATION,40.728720421999995,-73.853512684
148486,VIOLATION,40.728692969,-73.975510306
148495,VIOLATION,40.627311849,-73.912964426
148504,VIOLATION,40.851667679,-73.896144557
148509,VIOLATION,40.662059641,-73.931481764
148514,VIOLATION,40.875964810999996,-73.910501899
148516,VIOLATION,40.711078493,-73.792029446
148517,VIOLATION,40.720505465,-73.976025587
148549,VIOLATION,40.592141121,-73.788950457
148550,VIOLATION,40.592141121,-73.788950457
148554,VIOLATION,40.645870305,-73.951952013
148574,VIOLATION,40.705304889000004,-73.78977520699999
148585,VIOLATION,40.670937865,-73.862702275
148588,VIOLATION,40.67163071,-73.821543424
148589,VIOLATION,40.606576841,-74.118635392
148592,VIOLATION,40.666409908,-73.952917678
148593,VIOLATION,40.586291409,-73.966241312
148601,VIOLATION,40.861513399,-73.909754921
148616,VIOLATION,40.64082985,-73.974479589
148617,VIOLATION,40.659451935,-73.931206915
148618,VIOLATION,40.830813798,-73.899732836
148633,VIOLATION,40.863916231,-73.898037946
148639,VIOLATION,40.685851599,-73.836443758
148640,VIOLATION,40.802139737,-73.939060009
148641,VIOLATION,40.685851599,-73.836443758
148643,VIOLATION,40.681554156,-73.833231016
148644,VIOLATION,40.827014657,-73.938133895
148645,VIOLATION,40.860762736,-73.904651316
148648,VIOLATION,40.624711933,-73.908655759
148670,VIOLATION,40.83469937,-73.942495779
148672,VIOLATION,40.878723531999995,-73.843758509
148675,VIOLATION,40.820614010999996,-73.94355210399999
148676,VIOLATION,40.695864034,-73.981822445
148677,VIOLATION,40.70889615,-73.910996727
148678,VIOLATION,40.662692805,-73.88830716
148687,VIOLATION,40.758386148,-73.833608975
148688,VIOLATION,40.758386148,-73.833608975
148693,VIOLATION,40.649871132,-74.00537102
148703,VIOLATION,40.671615114,-73.884543101
148722,VIOLATION,40.791369685999996,-73.951146398
148727,VIOLATION,40.766729419,-73.912691986
148731,VIOLATION,40.606664855,-73.756149603
148732,VIOLATION,40.651700904,-73.86844675100001
148763,VIOLATION,40.80573376,-73.926916174
148770,VIOLATION,40.668409361,-73.86928975100001
148772,VIOLATION,40.744460134,-73.931252669
148782,VIOLATION,40.752816100000004,-73.83107109999999
148787,VIOLATION,40.84223795,-73.867712169
148789,VIOLATION,40.636818966999996,-74.118653127
148800,VIOLATION,40.887810644,-73.860453292
148810,VIOLATION,40.663071673000005,-73.925782077
148811,VIOLATION,40.663071673000005,-73.925782077
148819,VIOLATION,40.809596838000004,-73.949785598
148834,VIOLATION,40.837693635,-73.90157279399999
148863,VIOLATION,40.651998978,-73.944873225
148865,VIOLATION,40.817709829,-73.923973014
148866,VIOLATION,40.829566755,-73.868720227
148872,VIOLATION,40.721589955,-73.97756925899999
148875,VIOLATION,40.684194302,-73.91608474600001
148877,VIOLATION,40.694519657,-73.971130558
148884,VIOLATION,40.733548281,-74.002115894
148887,VIOLATION,40.83985775,-73.874605258
148902,VIOLATION,40.759016359,-73.932649018
148903,VIOLATION,40.738768277,-73.988793288
148913,VIOLATION,40.689653059,-73.863799597
148918,VIOLATION,40.619814918,-74.084561227
148927,VIOLATION,40.706548395,-73.95040063399999
148928,VIOLATION,40.680406736,-73.775111197
148943,VIOLATION,40.658249771,-73.960456207
148953,VIOLATION,40.836212863,-73.853709673
148963,VIOLATION,40.841405871999996,-73.86974496
148980,VIOLATION,40.898556593,-73.852038756
148981,VIOLATION,40.679839429,-73.95829461
148991,VIOLATION,40.665445949,-73.95161349899999
149005,VIOLATION,40.857460428,-73.850029867
149008,VIOLATION,40.717742701,-73.98279048100001
149010,VIOLATION,40.681540921,-73.939206267
149012,VIOLATION,40.710921886,-73.960262645
149018,VIOLATION,40.692222403,-73.986788944
149024,VIOLATION,40.880454619,-73.903075324
149033,VIOLATION,40.693608728,-73.988829726
149036,VIOLATION,40.637624716,-73.945249009
149045,VIOLATION,40.743942341,-73.857485025
149050,VIOLATION,40.743723098000004,-73.999633348
149057,VIOLATION,40.590925778,-74.09189859899999
149062,VIOLATION,40.71845417,-73.937105529
149067,VIOLATION,40.729055109,-74.002509025
149070,VIOLATION,40.690793242,-73.949972426
149075,VIOLATION,40.887313634,-73.847271758
149079,VIOLATION,40.757326703000004,-73.858257712
149080,VIOLATION,40.851525886,-73.900312493
149095,VIOLATION,40.831270161,-73.914265926
149099,VIOLATION,40.756904368,-73.87266427600001
149101,VIOLATION,40.749800041,-73.975159678
149119,VIOLATION,40.695791716,-73.939095905
149120,VIOLATION,40.741870725,-73.917065852
149126,VIOLATION,40.683162937,-73.965323339
149128,VIOLATION,40.822651084,-73.853609415
149129,VIOLATION,40.78568234,-73.94450976899999
