FIPS,Resp_HI
36081022001,5.527
36081022002,4.276
36081022900,3.551
36081023000,3.49
36081023200,3.815
36081023500,5.08
36081023600,4.718
36081023800,5.871
36081024000,4.013
36081024300,4.453
36081024500,6.552
36081024600,X
36081024700,5.645
36081024900,5.43
36081025100,5.232
36081025301,6.184
36081025302,6.065
36081025400,3.771
36081025500,5.067
36081025700,4.67
36081025800,3.236
36081025900,4.408
36081026000,4.24
36081026100,4.503
36081026200,4.236
36081026300,5.886
36081026400,4.034
36081026500,5.08
36081026600,3.818
36081026700,4.522
36081026901,4.819
36081026902,4.872
36081027000,4.329
36081027100,4.796
36081027200,4.509
36081027300,4.78
36081027400,4.371
36081027500,4.935
36081027600,4.439
36081027700,4.819
36081027800,4.26
36081027900,4.649
36081028000,4.182
36081028100,4.943
36081028200,4.047
36081028300,5.147
36081028400,4.557
36081028500,5.064
36081028700,4.857
36081028800,4.858
36081028900,5.101
36081029100,5.872
36081029300,5.468
36081029400,6.199
36081029500,5.035
36081029700,6.157
36081029900,X
36081030600,8.753
36081030902,5.802
36081030903,5.436
36081030904,4.518
36081031700,4.486
36081032000,7.288
36081032700,4.83
36081032800,4.696
36081032900,4.61
36081033000,5.421
36081033100,X
36081033401,4.074
36081033402,5.005
36081033700,5.003
36081033900,5.468
36081034700,5.226
36081035100,5.464
36081035200,4.019
36081035300,5.102
36081035700,4.908
36081035800,4.037
36081036100,4.82
36081036300,4.74
36081036500,4.806
36081036600,4.056
36081036700,4.377
36081036800,3.927
36081037100,4.669
36081037300,5.696
36081037500,4.56
36081037600,3.168
36081037700,5.357
36081037900,5.263
36081038100,4.925
36081038301,X
36081038302,3.091
36081038400,2.851
36081039400,3.055
36081039800,2.795
36081039900,3.953
36081040000,2.847
36081040100,3.898
36081040200,3.077
36081040300,4.118
36081040400,3.011
36081040500,4.153
36081040700,4.191
36081040900,4.361
36081041100,4.11
36081041300,3.957
36081041400,3.007
36081041500,3.886
36081042400,2.939
36081042600,2.726
36081042700,3.914
36081043200,3.652
36081043400,3.124
36081043701,4.309
36081043702,4.566
36081043900,4.029
36081044000,3.104
36081044301,4.141
36081044302,4.183
36081044400,3.255
36081044601,3.892
36081044602,5.301
36081044800,3.445
36081045000,3.449
36081045200,3.465
36081045400,4.505
36081045500,5.125
36081045600,3.845
36081045700,4.445
36081045800,4.545
36081045900,4.255
36081046000,4.298
36081046100,4.234
36081046200,3.537
36081046300,4.294
36081046400,4.139
36081046500,4.36
36081046600,5.091
36081046700,4.404
36081046800,3.95
36081046900,4.619
36081047000,3.832
36081047100,4.451
36081047200,4.217
36081047300,6.063
36081047500,5.028
36081047600,3.535
36081047800,4.633
36081047900,4.148
36081048000,3.815
36081048100,4.71
36081048200,3.67
36081048300,5.102
36081048400,3.081
36081048500,5.48
36081048900,3.976
36081049200,3.692
36081049301,3.893
36081049302,5.146
36081049500,5.107
36081049600,2.93
36081049700,3.758
36081049900,4.371
36081050000,3.056
36081050201,2.991
36081050202,3.288
36081050400,2.894
36081050500,3.939
36081050600,2.827
36081050700,4.474
36081050800,2.791
36081051000,2.883
36081051100,4.976
36081051200,2.671
36081051300,3.774
36081051500,3.783
36081051600,2.818
36081051700,4.846
36081051800,2.893
36081052000,2.765
36081052100,3.616
36081052200,2.799
36081052400,2.854
36081052500,3.648
36081052600,2.939
36081052800,2.86
36081053000,2.815
36081053100,3.662
36081053200,2.791
36081053401,2.741
36081053500,3.181
36081053601,2.871
36081053800,2.703
36081053900,3.265
36081054000,2.725
36081054200,2.868
36081054500,3.353
36081054700,3.346
36081054800,3.65
36081054900,3.421
36081055100,3.417
36081055200,5.294
36081055300,3.315
36081055400,3.728
36081055500,3.199
36081055600,3.13
36081055700,3.219
36081055800,2.799
36081055900,3.1
36081056000,3.3
36081056100,2.918
36081056200,2.95
36081056400,2.862
36081056500,3.018
36081056600,2.711
36081056700,3.035
36081056800,2.967
36081057700,3.198
36081057900,3.21
36081058000,3.022
36081058100,3.252
36081058200,2.688
36081058300,3.329
36081058500,3.42
36081058700,3.299
36081058900,3.346
36081059000,2.65
36081059100,3.311
36081059200,3.197
36081059300,3.197
36081059400,2.642
36081059500,3.216
36081059600,2.796
36081059800,2.713
36081059900,3.389
36081060000,2.843
36081060100,3.256
36081060300,3.313
36081060600,2.841
36081060701,3.018
36081060800,2.729
36081061000,2.823
36081061200,2.679
36081061301,3.157
36081061302,2.613
36081061400,3.108
36081061601,3.282
36081061602,4.231
36081061800,4.09
36081061900,3.151
36081062000,3.851
36081062100,3.239
36081062200,2.86
36081062300,3.064
36081062400,2.084
36081062500,3.051
36081062600,3.872
36081062700,3.224
36081062900,3.1
36081063000,3.837
36081063200,3.748
36081063301,3.159
36081063302,3.009
36081063500,3.057
36081063700,3.292
36081063800,4.111
36081063900,3.439
36081064101,3.943
36081064102,3.431
36081064500,3.208
36081064600,4.094
36081065000,4.399
36081065400,5.671
36081065501,X
36081065600,4.113
36081065702,3.3
36081065703,3.394
36081065900,3.503
36081066000,4.006
36081066100,3.381
36081066300,3.427
36081066400,4.013
36081066501,3.478
36081066701,3.634
36081066900,3.561
36081067100,3.558
36081067700,3.347
36081067900,3.663
36081068000,6.638
36081068200,5.456
36081068300,6
36081068700,5.607
36081069000,5.617
36081069300,4.971
36081069400,5.408
36081069500,3.817
36081069701,4.21
36081069702,3.519
36081070300,3.386
36081070700,3.455
36081070900,3.832
36081071100,4.567
36081071303,7.778
36081071304,6.284
36081071305,6.137
36081071306,5.213
36081071600,X
36081071701,6.098
36081071702,5.53
36081071900,5.43
36081072100,4.987
36081072300,3.397
36081072900,3.281
36081073100,3.166
36081073700,4.8
36081073900,5.305
36081074100,4.784
36081074300,4.347
36081074500,4.679
36081074700,4.048
36081074900,3.724
36081075701,5.716
36081075702,4.648
36081076901,4.676
36081076902,5.526
36081077300,4.446
36081077500,3.715
36081077902,3.365
36081077903,3.571
36081077904,3.531
36081077905,4.133
36081077906,3.292
36081077907,3.315
36081077908,3.325
36081078800,6.988
36081079000,6.545
36081079200,7.605
36081079300,0.755
36081079701,4.441
36081079702,3.562
36081079900,3.531
36081080301,4.157
36081080302,3.826
36081080900,3.092
36081081400,6.133
36081081800,5.94
36081083700,4.008
36081083800,5.061
36081084000,4.486
36081084500,3.642
36081084601,7.485
36081084602,8.651
36081084900,3.711
36081085300,4.195
36081085500,4.21
36081085700,4.336
36081085900,3.831
36081086100,3.625
36081086300,4.074
36081086400,3.902
36081086500,4.157
36081086900,5.358
36081087100,3.861
36081088400,4.209
36081088901,4.563
36081089200,3.675
36081090700,3.476
36081091601,1.793
36081091602,X
36081091800,1.496
36081091900,3.581
36081092200,1.878
36081092500,3.534
36081092800,1.879
36081092900,3.353
36081093401,1.933
36081093402,2.27
36081093800,1.932
36081093900,3.131
36081094201,1.983
36081094202,2.566
36081094203,2.392
36081094500,3.281
36081094700,3.365
36081095400,2.497
36081096400,2.607
36081097202,2.449
36081097203,2.601
36081097204,2.588
36081097300,3.052
36081098100,2.698
36081098700,2.593
36081099100,2.689
36081099200,2.833
36081099701,3.05
36081099703,2.76
36081099704,3.059
36081099705,2.896
36081099801,3.184
36081099802,2.861
36081099900,X
36081100801,3.472
36081100802,3.21
36081101001,2.946
36081101002,2.408
36081101700,2.718
36081102900,2.827
36081103201,3.483
36081103202,3.197
36081103300,2.861
36081103900,3.578
36081104700,3.368
36081105900,2.908
36081107201,2.552
36081107202,X
36081108500,2.928
36081109300,2.958
36081109700,3.546
36081109900,2.959
36081111300,2.775
36081112300,3.376
36081112900,3.854
36081113300,3.268
36081113900,3.179
36081114100,3.153
36081114700,3.109
36081115100,3.073
36081115500,3.739
36081115700,4.099
36081115900,3.522
36081116100,5.063
36081116300,5.005
36081116700,3.34
36081117100,4.055
36081117500,3.964
36081118100,4.58
36081118500,3.511
36081118700,3.435
36081118900,3.215
36081119100,3.257
36081119300,3.129
36081119500,3.119
36081119900,3.114
36081120100,3.14
36081120300,3.189
36081120500,3.274
36081120700,2.925
36081121100,X
36081121500,3.774
36081122300,3.148
36081122701,3.186
36081122702,3.241
36081124100,3.187
36081124700,3.067
36081125700,3.105
36081126500,3.224
36081126700,3.33
36081127700,3.103
36081128300,2.591
36081129102,3.519
36081129103,3.124
36081129104,3.016
36081130100,5.185
36081133300,3.063
36081133900,2.972
36081134100,3.009
36081134700,3.458
36081136700,3.369
36081137700,3.065
36081138501,3.268
36081138502,1.932
36081139900,3.358
36081140300,3.893
36081140901,3.637
36081140902,3.302
36081141700,3.411
36081142900,3.003
36081143500,3.715
36081144100,3.034
36081144700,4.411
36081145101,3.165
36081145102,3.57
36081145900,3.746
36081146300,4.612
36081146700,4.834
36081147100,4.311
36081147900,3.691
36081148300,2.702
36081150701,3.281
36081150702,3.294
36081152901,3.259
36081152902,3.193
36081155101,3.061
36081155102,2.717
36081156700,3.093
36081157101,3.124
36081157102,3.799
36081157901,2.846
36081157902,3.082
36081157903,2.972
36081161700,3.116
36081162100,3.934
36081990100,X
36085000300,2.731
36085000600,2.405
36085000700,2.659
36085000800,2.656
36085000900,2.689
36085001100,2.754
36085001700,2.65
36085001800,2.44
36085002001,3.236
36085002002,3.352
36085002100,2.78
36085002700,2.746
36085002900,2.788
36085003300,2.473
36085003600,3.179
36085003900,2.461
36085004000,3.427
36085004700,2.58
36085005000,2.839
36085005900,2.358
36085006400,2.515
36085006700,2.545
36085007000,2.602
36085007400,2.541
36085007500,2.578
36085007700,2.554
36085008100,2.58
36085009601,2.383
36085009602,2.319
36085009700,2.501
36085010500,2.582
36085011201,2.161
36085011202,2.028
36085011401,2.188
36085011402,2.279
36085012100,2.476
36085012200,2.341
36085012500,2.604
36085012804,2.045
36085012805,1.977
36085012806,1.993
36085013201,2.103
36085013203,2.099
36085013204,2.081
36085013301,2.811
36085013302,2.633
36085013400,2.146
36085013800,2.136
36085014100,2.765
36085014604,2.332
36085014605,2.205
36085014606,2.093
36085014607,2.493
36085014608,2.389
36085014700,2.431
36085015100,2.608
36085015400,X
36085015601,2.133
36085015602,2.069
36085015603,2.002
36085016901,3.025
36085017005,3.501
36085017007,2.193
36085017008,2.51
36085017009,2.607
36085017010,2.494
36085017011,2.761
36085017012,4.328
36085017300,2.607
36085017600,2.176
36085017700,2.534
36085018100,2.12
36085018701,2.787
36085018702,2.788
36085018901,2.589
36085018902,2.831
36085019700,2.707
36085019800,2.115
36085020100,2.759
36085020700,3.044
36085020801,3.12
36085020803,4.444
36085020804,3.821
36085021300,3.815
36085022300,2.548
36085022600,3.339
36085022800,X
36085023100,2.628
36085023900,2.674
36085024401,2.296
36085024402,2.16
36085024700,3.215
36085024800,2.716
36085025100,3.442
36085027301,2.291
36085027302,2.317
36085027702,2.291
36085027704,2.315
36085027705,2.537
36085027706,2.392
36085027900,1.986
36085029102,2.594
36085029103,2.299
36085029104,2.908
36085030301,3.191
36085030302,2.626
36085031901,2.508
36085031902,2.653
36085032300,2.44
36085990100,X
